"","ID","place","admin","utm_e","utm_n"
"1",1568,"Ebersteinburg","Baden-Baden",446289.802782799,5403254.3232244
"2",1569,"Baden-Baden/Balg","Baden-Baden",443229.186486634,5404357.34018588
"3",1570,"Haueneberstein","Baden-Baden",442870.557621026,5406210.88684548
"4",1571,"Sandweier","Baden-Baden",440958.325504566,5406485.34037568
"5",1572,"Baden-Oos","Baden-Baden",444708.599901716,5401903.4388933
"6",1575,"Baden-Baden","Baden-Baden",444217.406481238,5401358.01809473
"7",1576,"Baden-Baden","Baden-Baden",444217.406481238,5401358.01809473
"8",1577,"Baden-Baden","Baden-Baden",444217.406481238,5401358.01809473
"9",1578,"Baden-Baden-West","Baden-Baden",444217.406481238,5401358.01809473
"10",1972,"Steinbach","Baden-Baden",438255.174130814,5397607.38527119
"11",1977,"Gerolsau","Baden-Baden",444511.414498107,5398243.44705678
"12",1978,"Lichtent(h)al","Baden-Baden",445701.425234372,5399325.69890809
"13",1979,"Lichtent(h)al","Baden-Baden",445701.425234372,5399325.69890809
"14",1980,"Varnhalt","Baden-Baden",439662.734608767,5398346.91243114
"15",1981,"Neuweier","Baden-Baden",439965.345987381,5396664.9763881
"16",1962,"(Bad) Schussenried","Biberach",549082.078166023,5316965.39473375
"17",1996,"Döffingen","Böblingen",493660.874389022,5395288.94966211
"18",1997,"Sindelfingen","Böblingen",500142.724210063,5394993.01991881
"19",1907,"Echbeck/Rickertsreute/Boshasel","Bodenseekreis",524679.931232587,5300642.64562424
"20",1908,"Hattenweiler","Bodenseekreis",520620.227880363,5300728.9889867
"21",1913,"Öwingen","Bodenseekreis",512990.56194751,5295177.43271924
"22",1914,"Andelshofen","Bodenseekreis",514203.260827662,5291894.90931964
"23",1915,"Hohenbodmann","Bodenseekreis",515749.961861404,5296662.48396254
"24",1916,"Altheim","Bodenseekreis",519009.887096042,5296837.87830903
"25",1917,"Heiligenberg","Bodenseekreis",523356.907126617,5296333.63752693
"26",1918,"Leustetten","Bodenseekreis",522037.729581204,5294818.02144862
"27",1919,"Frickingen","Bodenseekreis",520256.458041002,5295243.86367301
"28",1920,"Lippertsreute","Bodenseekreis",517778.095341891,5294573.3102698
"29",1921,"Rickenbach","Bodenseekreis",519481.947493635,5293793.0100436
"30",1922,"Beuren","Bodenseekreis",524061.258585167,5294722.71272826
"31",1923,"Weildorf","Bodenseekreis",522497.156016951,5292969.24982718
"32",1924,"Salem","Bodenseekreis",521425.487418733,5291513.65984029
"33",1925,"Mimmenausen","Bodenseekreis",521373.012852677,5289692.94833558
"34",1926,"Neufrach","Bodenseekreis",523332.213471028,5289636.03646713
"35",1927,"Röhrenbach","Bodenseekreis",524308.22922964,5297425.65694777
"36",1928,"Nußdorf","Bodenseekreis",514625.226631946,5288840.66656119
"37",1929,"Betenbrunn","Bodenseekreis",525937.108885796,5296185.68916156
"38",1930,"Deggenhausen","Bodenseekreis",528784.354503915,5294301.9096026
"39",1931,"Lellwangen","Bodenseekreis",527350.509776996,5293950.41343195
"40",1932,"Limpach","Bodenseekreis",532129.545313215,5293599.28243109
"41",1933,"Roggenbeuren","Bodenseekreis",530394.123235448,5290773.51744164
"42",1934,"Urnau","Bodenseekreis",532284.536945654,5290109.08913971
"43",1935,"Homberg","Bodenseekreis",514299.257895608,5298216.94464336
"44",1936,"Untersiggingen","Bodenseekreis",528340.354079997,5291381.07429256
"45",1938,"Unteruhldingen","Bodenseekreis",517503.679527224,5285507.71885072
"46",1939,"Oberuhldingen","Bodenseekreis",518405.829109387,5286939.78902013
"47",1940,"Buggensegel","Bodenseekreis",522440.100690756,5288163.21149435
"48",1941,"Grasbeuren","Bodenseekreis",522319.57387949,5286366.68771799
"49",1942,"Ahausen","Bodenseekreis",524182.350783744,5285788.42779084
"50",1943,"Deisendorf","Bodenseekreis",516200.359544172,5290576.44345788
"51",1944,"Meersburg","Bodenseekreis",520442.42228195,5282399.80263693
"52",1945,"Meersburg/Daisendorf","Bodenseekreis",520086.968399746,5284291.29961818
"53",1946,"Stetten","Bodenseekreis",522503.829725338,5282159.57206739
"54",1947,"Hagnau","Bodenseekreis",523991.700405566,5280377.25623718
"55",1948,"Mühlhofen","Bodenseekreis",519618.598447834,5287266.07269419
"56",1949,"Mittelstenweiler","Bodenseekreis",525298.442032424,5288837.38135853
"57",1950,"Bermatingen","Bodenseekreis",526144.950141909,5286443.7826471
"58",1951,"Markdorf","Bodenseekreis",529198.556444737,5285351.35213075
"59",1952,"Riedheim","Bodenseekreis",530769.004396404,5283515.59590601
"60",1953,"Kluftern","Bodenseekreis",530017.902112659,5282232.41498115
"61",1954,"Hepbach","Bodenseekreis",532326.9007641,5285192.31598354
"62",1955,"Ittendorf","Bodenseekreis",525564.087198809,5283145.8269315
"63",1957,"Immenstaad","Bodenseekreis",527590.176807437,5279271.79143627
"64",2349,"Billafingen","Bodenseekreis",510220.269429697,5297789.29006561
"65",2350,"Nesselwangen","Bodenseekreis",508851.348378839,5295948.73358642
"66",2351,"Bonndorf","Bodenseekreis",507092.653177439,5297374.49329439
"67",2357,"Überlingen","Bodenseekreis",511928.904428323,5290451.60600059
"68",2358,"Hödingen","Bodenseekreis",509942.930710698,5292818.51549961
"69",2359,"Sipplingen","Bodenseekreis",507238.136510883,5293548.04211108
"70",260,"Burkheim am Kaiserstuhl","Breisgau-Hochschwarzwald",395730.874433542,5328579.20692344
"71",261,"Oberbergen","Breisgau-Hochschwarzwald",399933.648977404,5328051.76837148
"72",262,"Bischoffingen","Breisgau-Hochschwarzwald",397670.562590379,5329023.4212618
"73",269,"Oberrotweil","Breisgau-Hochschwarzwald",398392.260780396,5327141.65085892
"74",276,"Schelingen am Kaiserstuhl","Breisgau-Hochschwarzwald",401962.881705205,5328737.12117915
"75",277,"Eichstetten","Breisgau-Hochschwarzwald",406600.847859583,5327527.8787972
"76",342,"Breisach","Breisgau-Hochschwarzwald",395161.098450993,5322297.87915254
"77",343,"Gündlingen","Breisgau-Hochschwarzwald",398750.890188224,5318921.46192959
"78",344,"Ihringen","Breisgau-Hochschwarzwald",399053.665000923,5322269.24997293
"79",345,"Achkarren","Breisgau-Hochschwarzwald",397527.730653147,5324738.88739061
"80",346,"Bickensohl","Breisgau-Hochschwarzwald",398902.966448434,5326069.75206384
"81",357,"Umkirch","Breisgau-Hochschwarzwald",407738.15662923,5320578.92852822
"82",358,"Merdingen","Breisgau-Hochschwarzwald",402212.036715969,5319054.97179707
"83",359,"Neuershausen","Breisgau-Hochschwarzwald",408349.653875697,5324690.30229936
"84",361,"Holzhausen","Breisgau-Hochschwarzwald",410591.621929272,5324826.1252378
"85",362,"Gottenheim","Breisgau-Hochschwarzwald",405121.535294062,5322607.12412189
"86",363,"Hugstetten","Breisgau-Hochschwarzwald",409123.017332864,5323038.20759459
"87",365,"Buchheim","Breisgau-Hochschwarzwald",409035.83928007,5323792.22463847
"88",366,"Bötzingen","Breisgau-Hochschwarzwald",405103.238412468,5325691.40968897
"89",368,"Wasenweiler","Breisgau-Hochschwarzwald",401729.992780243,5322878.75434089
"90",370,"Wöldtal (Wildtal)","Breisgau-Hochschwarzwald",416012.318830601,5320559.81817333
"91",371,"Föhrental (Föhrenthal)","Breisgau-Hochschwarzwald",419840.571014921,5320738.56570181
"92",372,"Unterglottertal-Ohrensbach","Breisgau-Hochschwarzwald",421740.154194192,5321602.8022829
"93",373,"Oberglottertal","Breisgau-Hochschwarzwald",422796.476480384,5322157.66667393
"94",374,"Gundelfingen","Breisgau-Hochschwarzwald",416011.870905905,5321752.65857559
"95",375,"Eschbach über Freiburg i.Br.","Breisgau-Hochschwarzwald",423951.926569362,5317095.39999041
"96",380,"Heuweiler","Breisgau-Hochschwarzwald",418235.513824912,5322584.33131997
"97",414,"Oberrimsingen","Breisgau-Hochschwarzwald",399958.437669092,5314882.40333838
"98",415,"Feldkirch","Breisgau-Hochschwarzwald",399144.705840531,5310101.5884666
"99",416,"Hartheim","Breisgau-Hochschwarzwald",397458.047153041,5310200.28235364
"100",421,"Biengen","Breisgau-Hochschwarzwald",402133.772299211,5310323.5409635
"101",422,"Biengen","Breisgau-Hochschwarzwald",402133.772299211,5310323.5409635
"102",423,"Wittnau","Breisgau-Hochschwarzwald",411439.130139317,5311046.80710366
"103",424,"Offnadingen","Breisgau-Hochschwarzwald",403812.654294625,5309805.00111052
"104",425,"Kirchhofen","Breisgau-Hochschwarzwald",406130.791270422,5308149.23875882
"105",426,"Norsingen","Breisgau-Hochschwarzwald",404914.973881596,5310234.73330903
"106",427,"Pfaffenweiler","Breisgau-Hochschwarzwald",406983.014545993,5310530.04762473
"107",428,"Wolfenweiler","Breisgau-Hochschwarzwald",407579.775817871,5312852.81032465
"108",429,"Schallstadt","Breisgau-Hochschwarzwald",407744.079517789,5312482.19949736
"109",430,"Ebringen","Breisgau-Hochschwarzwald",408905.473603234,5312309.18369763
"110",431,"Au","Breisgau-Hochschwarzwald",412633.240067939,5312169.15984733
"111",432,"Merzhausen","Breisgau-Hochschwarzwald",412317.812829789,5313227.83087703
"112",438,"Mengen","Breisgau-Hochschwarzwald",403988.138313592,5312489.12252404
"113",439,"Niederrimsingen","Breisgau-Hochschwarzwald",400849.070249427,5315711.921596
"114",440,"Bollschweil","Breisgau-Hochschwarzwald",408796.68296677,5308123.13392085
"115",441,"Bollschweil","Breisgau-Hochschwarzwald",408796.68296677,5308123.13392085
"116",442,"Sölden","Breisgau-Hochschwarzwald",411092.590585111,5309546.92030003
"117",443,"Schlatt","Breisgau-Hochschwarzwald",400999.094819766,5308848.74040129
"118",446,"Wittental","Breisgau-Hochschwarzwald",421135.060314481,5317326.7716844
"119",447,"Stegen","Breisgau-Hochschwarzwald",422466.792509646,5315064.25725175
"120",448,"Zarten","Breisgau-Hochschwarzwald",421661.969165797,5314329.24721737
"121",449,"Burg am Wald","Breisgau-Hochschwarzwald",423838.139057157,5313570.80762457
"122",450,"Kirchzarten","Breisgau-Hochschwarzwald",421814.688293973,5312768.65290675
"123",451,"Oberried","Breisgau-Hochschwarzwald",421202.489820196,5309220.87142713
"124",452,"Horben","Breisgau-Hochschwarzwald",414783.902624969,5309397.78441068
"125",650,"Buggingen","Breisgau-Hochschwarzwald",398054.9560166,5300293.97941129
"126",651,"Seefelden","Breisgau-Hochschwarzwald",398247.38208666,5301574.65316279
"127",652,"Heitersheim","Breisgau-Hochschwarzwald",400368.446883653,5302830.63871026
"128",653,"Eschbach (bei Heitersheim)","Breisgau-Hochschwarzwald",399249.862405437,5305042.39874667
"129",654,"Bremgarten (Hartheim)","Breisgau-Hochschwarzwald",397181.720095769,5307985.01021997
"130",655,"Grißheim (Grissheim)","Breisgau-Hochschwarzwald",394741.736551068,5303158.34650094
"131",656,"Zienken (Müllheim)","Breisgau-Hochschwarzwald",393589.171169104,5299833.02671289
"132",657,"Tunsel","Breisgau-Hochschwarzwald",400290.190926957,5306397.33325195
"133",658,"Gallenweiler","Breisgau-Hochschwarzwald",401336.865326197,5304391.5608331
"134",659,"Wettelbrunn","Breisgau-Hochschwarzwald",402553.235078003,5302822.27207225
"135",660,"Ballrechten-Dottingen","Breisgau-Hochschwarzwald",402822.572179127,5301624.86039085
"136",661,"Laufen","Breisgau-Hochschwarzwald",400885.971616205,5312219.27302814
"137",662,"Sulzburg","Breisgau-Hochschwarzwald",403273.428682999,5299461.68436854
"138",663,"Untermünstertal-Ziegelplatz (Untermünstertal)","Breisgau-Hochschwarzwald",409225.221775615,5300917.08973593
"139",664,"Untermünstertal-Rotenbuck","Breisgau-Hochschwarzwald",409789.203562246,5299371.92381049
"140",665,"Staufen (bei Freiburg)","Breisgau-Hochschwarzwald",405019.614640166,5303928.47252762
"141",666,"Grunern bei Müllheim","Breisgau-Hochschwarzwald",404419.483939296,5302822.21707593
"142",667,"Bad Krozingen","Breisgau-Hochschwarzwald",403122.140856019,5308014.45340765
"143",668,"Ehrenstetten","Breisgau-Hochschwarzwald",406759.731365706,5307669.89472202
"144",669,"Obermünstertal-Krumlinden (Obermünstertal)","Breisgau-Hochschwarzwald",411150.906345808,5302704.74797206
"145",670,"Obermünstertal-Neuhof","Breisgau-Hochschwarzwald",414801.080540496,5300228.57938828
"146",675,"Sankt Wilhelm","Breisgau-Hochschwarzwald",421432.059387605,5305176.96625735
"147",676,"Hofsgrund","Breisgau-Hochschwarzwald",417622.604769293,5305880.39213858
"148",677,"Zastler","Breisgau-Hochschwarzwald",422694.998549713,5309434.10417808
"149",678,"St Ulrich","Breisgau-Hochschwarzwald",413150.359551828,5306839.75169798
"150",679,"Obermünstertal-Stohren","Breisgau-Hochschwarzwald",415927.193802772,5305108.90079606
"151",681,"Obermünstertal-Spielweg","Breisgau-Hochschwarzwald",412957.532469283,5303369.80829422
"152",723,"Neuenburg (am Rhein)","Breisgau-Hochschwarzwald",392206.865811537,5296623.36242272
"153",724,"Hügelheim","Breisgau-Hochschwarzwald",396778.68853717,5298179.8445507
"154",725,"Dattingen","Breisgau-Hochschwarzwald",399483.626927546,5298704.75232412
"155",726,"Zunzingen","Breisgau-Hochschwarzwald",399096.311712314,5297356.29383736
"156",727,"Niederweiler","Breisgau-Hochschwarzwald",398743.79692409,5295694.85326556
"157",728,"Müllheim","Breisgau-Hochschwarzwald",397369.249645689,5295893.60119953
"158",729,"Auggen","Breisgau-Hochschwarzwald",394556.206768349,5293670.61785923
"159",730,"Lipburg","Breisgau-Hochschwarzwald",399380.934019936,5293483.6406659
"160",732,"Feldberg","Breisgau-Hochschwarzwald",398168.833705951,5292042.89608028
"161",735,"Steinenstadt","Breisgau-Hochschwarzwald",391591.289381845,5291659.67529345
"162",739,"Britzingen","Breisgau-Hochschwarzwald",400635.825807581,5297974.45089868
"163",740,"Badenweiler","Breisgau-Hochschwarzwald",401115.914309985,5295532.67273056
"164",741,"Schweighof","Breisgau-Hochschwarzwald",402594.437719428,5295716.60950004
"165",2137,"St. Peter-Sägendobel","Breisgau-Hochschwarzwald",427975.803159651,5320888.68546494
"166",2138,"St. Peter","Breisgau-Hochschwarzwald",428031.806746362,5318514.6713082
"167",2139,"St. Märgen","Breisgau-Hochschwarzwald",432306.560261894,5317538.99413379
"168",2140,"(Alt)Glashütte","Breisgau-Hochschwarzwald",435523.880008159,5316750.58044884
"169",2171,"St. Märgen-Schweighöfe","Breisgau-Hochschwarzwald",432306.560261894,5317538.99413379
"170",2172,"Wagensteig","Breisgau-Hochschwarzwald",428820.356365848,5315035.50762006
"171",2173,"Unteribental","Breisgau-Hochschwarzwald",425854.880661428,5314534.93247496
"172",2174,"Buchenbach","Breisgau-Hochschwarzwald",425926.212691315,5312479.74060117
"173",2175,"Falkensteig","Breisgau-Hochschwarzwald",425096.239139398,5310893.07860881
"174",2176,"Breitnau","Breisgau-Hochschwarzwald",430996.600013325,5310060.17162839
"175",2177,"(Breitnau-)Eckbach","Breisgau-Hochschwarzwald",435642.420301139,5310868.99682176
"176",2178,"Waldau","Breisgau-Hochschwarzwald",437564.870267594,5314607.17303327
"177",2179,"Schollach","Breisgau-Hochschwarzwald",443638.023682029,5315051.35346134
"178",2181,"Eisenbach","Breisgau-Hochschwarzwald",445382.553162974,5312206.76059622
"179",2182,"Bubenbach","Breisgau-Hochschwarzwald",447445.971563063,5312684.41681025
"180",2183,"Oberbränd","Breisgau-Hochschwarzwald",447052.934896898,5310938.46075926
"181",2184,"Friedenweiler","Breisgau-Hochschwarzwald",444323.672055811,5307234.97510236
"182",2185,"Rudenberg","Breisgau-Hochschwarzwald",443075.361898007,5307645.09162492
"183",2186,"Schwärzenbach","Breisgau-Hochschwarzwald",443240.930671634,5310800.24325187
"184",2226,"Titisee","Breisgau-Hochschwarzwald",436426.893378493,5305818.22059646
"185",2227,"Titisee","Breisgau-Hochschwarzwald",436426.893378493,5305818.22059646
"186",2228,"Hinterzarten","Breisgau-Hochschwarzwald",433106.789864019,5306274.81742017
"187",2229,"Bärental","Breisgau-Hochschwarzwald",432336.549409308,5302219.87868282
"188",2230,"Falkau","Breisgau-Hochschwarzwald",434530.099861512,5302211.27674137
"189",2231,"Raitenbuch","Breisgau-Hochschwarzwald",436204.74691182,5301811.27733929
"190",2232,"Altglashütten","Breisgau-Hochschwarzwald",433438.982339749,5300790.93638061
"191",2233,"Aha","Breisgau-Hochschwarzwald",434394.866673663,5298400.15936514
"192",2234,"Rötenbach","Breisgau-Hochschwarzwald",447262.240293818,5304589.71847278
"193",2235,"Neustadt","Breisgau-Hochschwarzwald",441201.170546071,5306886.92408234
"194",2236,"Saig","Breisgau-Hochschwarzwald",438455.406681791,5304623.54025018
"195",2237,"Lenzkirch und Kappel","Breisgau-Hochschwarzwald",440280.210454725,5302015.58920238
"196",2240,"Göschweiler","Breisgau-Hochschwarzwald",448436.875601831,5300761.05333832
"197",2241,"Dittishausen","Breisgau-Hochschwarzwald",452366.300433837,5305467.89642002
"198",2242,"Löffingen","Breisgau-Hochschwarzwald",451066.134384033,5303659.23215699
"199",2243,"Seppenhofen","Breisgau-Hochschwarzwald",451294.130937327,5302590.25781983
"200",2244,"Reiselfingen","Breisgau-Hochschwarzwald",451457.79135215,5300351.42345627
"201",2250,"Unadingen","Breisgau-Hochschwarzwald",455671.775092551,5303275.25250608
"202",2251,"Bachheim","Breisgau-Hochschwarzwald",455353.096544797,5300835.75586358
"203",2295,"Blasiwald (Am Schluchsee)","Breisgau-Hochschwarzwald",438374.150740745,5294254.81875613
"204",2298,"Fischbach","Breisgau-Hochschwarzwald",437234.977555595,5299289.00323655
"205",2299,"Schluchsee","Breisgau-Hochschwarzwald",438487.193646322,5296294.39622517
"206",2017,"Wildberg Kreis Calw","Calw",480783.645989527,5385526.20226549
"207",258,"Kiechlinsbergen","Emmendingen",399767.681993787,5331036.48314386
"208",259,"Leiselheim","Emmendingen",398478.172648882,5331189.28515388
"209",263,"Wyhl am Kaiserstuhl","Emmendingen",399571.339675202,5335666.10640935
"210",267,"Königschaffhausen am Kaiserstuhl","Emmendingen",399975.039575494,5331997.89021972
"211",268,"Sasbach","Emmendingen",396860.186809837,5332565.72045188
"212",270,"Jechtingen am Kaierstuhl","Emmendingen",396524.265502534,5330367.06329454
"213",271,"Endingen","Emmendingen",403525.066965962,5332885.28874043
"214",272,"Riegel","Emmendingen",407080.117199966,5333789.22754722
"215",273,"Nimburg","Emmendingen",409030.315272012,5328984.08115509
"216",274,"Bottingen","Emmendingen",409419.79814886,5327151.33918334
"217",275,"Malterdingen","Emmendingen",410316.383341923,5335122.79364466
"218",278,"Köndringen","Emmendingen",411166.69567165,5332452.48528254
"219",279,"Forchheim","Emmendingen",403563.897661172,5335276.05828441
"220",280,"Bahlingen","Emmendingen",406185.57605501,5330638.66383061
"221",281,"Teningen","Emmendingen",410965.397302662,5331327.21051192
"222",282,"Amoltern","Emmendingen",401504.031222032,5331455.50629675
"223",283,"Emmendingen","Emmendingen",414379.947896773,5330377.97340688
"224",284,"Waldkirch","Emmendingen",422598.064443591,5327227.26306441
"225",285,"Wasser","Emmendingen",414855.634473635,5327876.22201113
"226",286,"Windenreuthe (Emmendingen)","Emmendingen",417146.891269308,5330030.44226266
"227",287,"Siensbach","Emmendingen",424669.785440184,5328749.30317372
"228",288,"Siegelau","Emmendingen",423944.402139094,5333046.56067042
"229",289,"Sexau","Emmendingen",418697.535956769,5328462.97934182
"230",290,"Mundingen","Emmendingen",413298.050921917,5332223.02191424
"231",291,"Maleck","Emmendingen",416972.026682895,5331266.95469506
"232",292,"Landeck","Emmendingen",413777.491908577,5333570.95785684
"233",293,"Kollnau","Emmendingen",423480.718000572,5328577.19136567
"234",294,"Kollmarsreute","Emmendingen",416491.979193401,5328304.60162424
"235",295,"Freiamt-Reichenbach","Emmendingen",420037.57840118,5334361.59189978
"236",296,"Freiamt-Mußbach (Mussbach)","Emmendingen",417164.272973757,5336214.56174875
"237",297,"Keppenbach","Emmendingen",419689.924967393,5332910.15546036
"238",298,"Gutach","Emmendingen",424624.236071873,5329927.14414908
"239",356,"Reute","Emmendingen",412517.799440649,5326053.76665199
"240",376,"Vörstetten","Emmendingen",414405.970910949,5324042.00345048
"241",377,"Denzlingen","Emmendingen",416553.651055999,5324457.26300314
"242",378,"Suggental","Emmendingen",419905.819784665,5325252.12728719
"243",379,"Buchholz i.Br.","Emmendingen",418970.883440887,5326045.65542777
"244",1051,"Niederhausen","Emmendingen",404454.899150714,5343756.1947199
"245",1052,"Oberhausen","Emmendingen",404230.635338511,5342297.95859341
"246",1053,"Weisweil","Emmendingen",401627.658072731,5339111.36877535
"247",1056,"Broggingen","Emmendingen",413040.337677422,5341295.27378128
"248",1057,"Tutschfelden","Emmendingen",411348.797717406,5340923.29804076
"249",1058,"Herbolzheim a. d. Bleich","Emmendingen",409195.360788276,5341752.05912466
"250",1059,"Wagenstadt","Emmendingen",410583.615575669,5340076.96797513
"251",1060,"Bleichheim","Emmendingen",413120.621177193,5340126.73242456
"252",1061,"Nordweil","Emmendingen",411850.665652588,5338538.6309058
"253",1062,"Bombach","Emmendingen",412048.968280859,5336837.95886951
"254",1063,"Kenzingen","Emmendingen",408594.728048533,5338480.85932546
"255",1064,"Hecklingen","Emmendingen",408349.468473918,5335887.7382287
"256",1065,"Heimbach","Emmendingen",412952.966597757,5335168.75974556
"257",1069,"Ottoschwanden","Emmendingen",418008.4202677,5337574.22729173
"258",1070,"Freiamt","Emmendingen",418684.098602729,5336733.02104074
"259",1071,"Oberspitzenbach","Emmendingen",424810.312531668,5336378.99782618
"260",2093,"Biederbach","Emmendingen",427721.237598818,5341021.51973828
"261",2094,"Ober- und Unterbiederbach","Emmendingen",427721.237598818,5341021.51973828
"262",2095,"Katzenmoos","Emmendingen",428123.424148706,5335313.65252099
"263",2096,"Elzach","Emmendingen",430964.756189446,5335980.08030174
"264",2097,"Unterprechtal","Emmendingen",434702.038382353,5339512.26549544
"265",2098,"Oberprechtal","Emmendingen",434702.038382353,5339512.26549544
"266",2106,"Oberwinden","Emmendingen",428839.177474053,5333908.47267486
"267",2107,"Niederwinden","Emmendingen",427211.323977299,5332594.97770216
"268",2108,"Bleibach","Emmendingen",425798.187671986,5330967.88152201
"269",2109,"Simonswald","Emmendingen",429154.889029341,5328161.83595839
"270",2111,"Yach","Emmendingen",432563.277531374,5334205.73338062
"271",2141,"Wildgutach","Emmendingen",434103.493446987,5320268.20260523
"272",2143,"Obersimonswald","Emmendingen",432469.542124667,5325556.20400305
"273",1475,"Singen bei Pforzheim","Enzkreis",468378.611374308,5422836.74171343
"274",1476,"Wilferdingen","Enzkreis",468722.207360732,5421840.96161337
"275",1477,"Nöttingen","Enzkreis",468443.227983718,5419772.60345015
"276",1480,"Königsbach","Enzkreis",471606.059145801,5423654.19067754
"277",1481,"Stein bei Pforzheim","Enzkreis",471606.059145801,5423654.19067754
"278",1482,"Bilfingen","Enzkreis",472175.279155749,5421997.14942992
"279",1483,"Ersingen","Enzkreis",473261.481238408,5420098.65848027
"280",1484,"Nussbaum","Enzkreis",477579.43472765,5426363.80921656
"281",1485,"Bauschlott","Enzkreis",480082.522898131,5424213.21044093
"282",1486,"Göbrichen","Enzkreis",478659.615191808,5422836.69774423
"283",1487,"Eisingen","Enzkreis",475738.892080196,5421698.1029561
"284",1488,"Dürrn","Enzkreis",482148.686219334,5422652.09644848
"285",1489,"Kieselbronn","Enzkreis",481900.615822274,5420207.26310373
"286",1490,"Niefern","Enzkreis",483590.513469868,5418561.23319682
"287",1529,"Dietenhausen","Enzkreis",467765.277450963,5418182.35275744
"288",1530,"Ellmendingen","Enzkreis",468933.71034041,5416571.5793584
"289",1531,"Dietlingen","Enzkreis",470750.635316921,5416031.48368847
"290",1532,"Weiler Kr. Pforzheim","Enzkreis",466515.218973094,5414627.94258223
"291",1534,"Langenalb","Enzkreis",463391.041534389,5410236.48074384
"292",1536,"Ispringen","Enzkreis",475649.782316478,5418232.34222959
"293",1543,"Öschelbronn","Enzkreis",486380.899804573,5417021.86746015
"294",1585,"Schellbronn","Enzkreis",481076.492635556,5407187.14391326
"295",1586,"Hamberg","Enzkreis",483060.336614623,5407286.38299834
"296",1587,"Tiefenbronn","Enzkreis",485561.858815889,5408044.15788935
"297",1588,"Steinegg","Enzkreis",484649.612460829,5406743.76536871
"298",1589,"Mühlhausen","Enzkreis",486930.896419644,5405913.14284531
"299",1590,"Lehningen","Enzkreis",486515.237514105,5404668.00437795
"300",1591,"Neuhausen","Enzkreis",483759.671686334,5404419.65408251
"301",1960,"Nürtingen","Esslingen",525195.271311063,5386007.77611572
"302",1961,"Bissingen/Teck","Esslingen",536220.097410181,5383134.38936543
"303",355,"Betzenhausen","Freiburg im Breisgau",411630.047062615,5318076.4389122
"304",360,"Hochdorf","Freiburg im Breisgau",410728.697196289,5322429.35954531
"305",364,"Lehen","Freiburg im Breisgau",410568.537739878,5318844.36801153
"306",367,"Waltershofen","Freiburg im Breisgau",404455.111058215,5319693.17913727
"307",369,"Zähringen","Freiburg im Breisgau",415115.422136697,5319809.27591706
"308",433,"St. Georgen","Freiburg im Breisgau",410868.225128458,5314694.18253522
"309",434,"Haslach","Freiburg im Breisgau",412083.937310457,5315804.95870251
"310",435,"Tiengen","Freiburg im Breisgau",404186.43316702,5315115.06622507
"311",436,"Opfingen","Freiburg im Breisgau",404209.975162542,5317155.82204867
"312",437,"Munzingen","Freiburg im Breisgau",402880.781175452,5313643.88841573
"313",444,"Littenweiler","Freiburg im Breisgau",418162.469936368,5314412.40773552
"314",445,"Ebnet","Freiburg im Breisgau",418135.49716915,5315454.4159455
"315",453,"Kappel","Freiburg im Breisgau",418509.059728163,5312901.1971316
"316",2045,"Kniebis","Freudenstadt",449008.226878341,5369029.7436438
"317",2046,"Bad Rippoldsau","Freudenstadt",450326.514851259,5364096.86067631
"318",2047,"Bad Rippoldsau","Freudenstadt",450326.514851259,5364096.86067631
"319",2066,"Schapbach","Freudenstadt",447354.091072572,5358534.46484425
"320",1959,"Wäschenbeuren","Göppingen",550486.229717759,5400986.47856445
"321",1736,"Heidelberg","Heidelberg",478833.534530943,5473464.09034778
"322",1742,"Handschuhsheim","Heidelberg",477240.004124007,5475054.73047464
"323",1744,"Ziegelhausen","Heidelberg",482367.152703108,5474037.45242109
"324",1821,"Heidelberg","Heidelberg",478833.534530943,5473464.09034778
"325",1822,"Heidelberg-Pfaffengrund","Heidelberg",474388.119276117,5472296.84993254
"326",1823,"Heidelberg-Kirchheim","Heidelberg",475881.57856591,5469571.84561471
"327",1824,"Heidelberg-Rohrbach","Heidelberg",477498.85152372,5469751.73808805
"328",1835,"Schlierbach","Heidelberg",482637.081883322,5473619.68558693
"329",1316,"Siegelsbach","Heilbronn",506504.632384115,5457767.33029913
"330",1317,"Zimmerhof","Heilbronn",508863.716768688,5455483.84748215
"331",1318,"Obergimpern","Heilbronn",502920.152283323,5455886.59101565
"332",1320,"Wollenberg","Heilbronn",502510.838657437,5459864.07204077
"333",1326,"Heinsheim","Heilbronn",510751.722663632,5456832.37643612
"334",1347,"Tiefenbach","Heilbronn",514767.381749985,5460514.79268021
"335",1355,"Bockschaft","Heilbronn",497611.43886468,5450069.93505435
"336",1356,"Kirchardt","Heilbronn",499402.716747055,5450430.74997087
"337",1357,"Berwangen","Heilbronn",498613.969606536,5447945.15202343
"338",1358,"Richen","Heilbronn",495687.021642497,5446504.80504325
"339",1359,"Ittlingen","Heilbronn",495403.223912426,5448828.46287652
"340",1360,"Adelshofen","Heilbronn",492034.641714111,5446144.23406607
"341",1361,"Elsenz","Heilbronn",488167.48101539,5446820.40639736
"342",1364,"Grombach","Heilbronn",499641.047960484,5452676.35220061
"343",1365,"Treschklingen","Heilbronn",504060.659169169,5452596.68327944
"344",1366,"Bad Rappenau","Heilbronn",507433.312103704,5454176.59160376
"345",1367,"Babstadt","Heilbronn",504220.209507303,5454373.29728905
