"","ID","place","admin","utm_e","utm_n"
"1280",1832,"Gaiberg","Rhein-Neckar-Kreis",481859.647994794,5468180.2466369
"1281",1833,"Waldhilsbach","Rhein-Neckar-Kreis",483432.848012139,5468846.75280512
"1282",1834,"Neckargemünd","Rhein-Neckar-Kreis",485306.871639231,5471396.17221519
"1283",1836,"Dilsberg","Rhein-Neckar-Kreis",488115.08531055,5471749.55913054
"1284",1837,"Mückenloch","Rhein-Neckar-Kreis",489506.117929661,5470666.11274722
"1285",1838,"Waldwimmersbach","Rhein-Neckar-Kreis",492173.934676974,5469191.94624556
"1286",1839,"Lobenfeld","Rhein-Neckar-Kreis",490690.676580315,5467355.46989573
"1287",1840,"Spechbach","Rhein-Neckar-Kreis",491571.468438342,5465913.25218247
"1288",1841,"Mönchzell","Rhein-Neckar-Kreis",489340.201967863,5464832.09345031
"1289",1842,"Reichartshausen","Rhein-Neckar-Kreis",496012.403055039,5466974.36668976
"1290",1846,"Haag","Rhein-Neckar-Kreis",494856.704382575,5471291.04892181
"1291",1847,"Schwanheim","Rhein-Neckar-Kreis",498255.846115249,5472139.38456296
"1292",1848,"Schönbrunn","Rhein-Neckar-Kreis",494814.335533425,5473291.09373157
"1293",1849,"Epfenbach","Rhein-Neckar-Kreis",493525.654570227,5464944.51300868
"1294",1850,"Lindach","Rhein-Neckar-Kreis",500368.45538355,5473766.69438448
"1295",2068,"Kaltbrunn","Rottweil",452020.616760284,5354983.77400618
"1296",2089,"Lehengericht","Rottweil",448677.6155886,5349031.45915564
"1297",2090,"Schenkenzell","Rottweil",453475.72263316,5351063.32506964
"1298",2091,"Schiltach","Rottweil",451236.076602325,5348778.86799861
"1299",2092,"Hinterlehengericht","Rottweil",452907.635294341,5346209.27025496
"1300",2104,"Tennenbronn","Rottweil",451458.234134429,5337480.00746119
"1301",2103,"Rensberg","Schwarzwald-Baar-Kreis",439703.541473099,5336336.97401251
"1302",2105,"Weiler/Villingen","Schwarzwald-Baar-Kreis",459884.751149703,5335588.36035928
"1303",2110,"Rohrhardsberg","Schwarzwald-Baar-Kreis",437527.664962738,5331390.34385286
"1304",2112,"Langenschiltach","Schwarzwald-Baar-Kreis",449196.261715596,5334534.00106766
"1305",2113,"Gremmelsbach","Schwarzwald-Baar-Kreis",444786.726722989,5334120.23945
"1306",2114,"Schonach","Schwarzwald-Baar-Kreis",440622.021421163,5332497.90362453
"1307",2115,"Triberg","Schwarzwald-Baar-Kreis",442825.507717507,5331070.41886372
"1308",2116,"Nussbach","Schwarzwald-Baar-Kreis",444817.32860085,5331123.12485266
"1309",2117,"Brigach (und Sommerau)","Schwarzwald-Baar-Kreis",448540.399117772,5329409.98574854
"1310",2118,"Oberkirnach","Schwarzwald-Baar-Kreis",449293.38039345,5326937.83563798
"1311",2119,"Schönwald","Schwarzwald-Baar-Kreis",440742.033788681,5328133.66902067
"1312",2120,"Buchenberg","Schwarzwald-Baar-Kreis",453637.833144009,5334310.63620645
"1313",2121,"Peterzell","Schwarzwald-Baar-Kreis",453441.660002121,5331222.11164
"1314",2122,"St. Georgen","Schwarzwald-Baar-Kreis",450278.784926102,5330480.62295986
"1315",2123,"Fischbach","Schwarzwald-Baar-Kreis",462174.223529052,5333376.3614632
"1316",2124,"Neuhausen","Schwarzwald-Baar-Kreis",459750.836710564,5331136.48163188
"1317",2125,"Schabenhausen","Schwarzwald-Baar-Kreis",462239.006771481,5330907.22614499
"1318",2126,"Obereschach","Schwarzwald-Baar-Kreis",460491.871384261,5328213.55469271
"1319",2127,"Mönchweiler","Schwarzwald-Baar-Kreis",457517.401347356,5327564.58173889
"1320",2128,"Niedereschach","Schwarzwald-Baar-Kreis",464831.284682236,5331000.75521263
"1321",2129,"Kappel","Schwarzwald-Baar-Kreis",463037.026278169,5328884.60228805
"1322",2130,"Weilersbach","Schwarzwald-Baar-Kreis",462834.149346471,5327099.70075371
"1323",2131,"Dauchingen","Schwarzwald-Baar-Kreis",466667.169905467,5326434.78679691
"1324",2142,"Gütenbach","Schwarzwald-Baar-Kreis",435758.818251341,5321547.79095159
"1325",2144,"Rohrbach","Schwarzwald-Baar-Kreis",444717.979893073,5324832.58642966
"1326",2145,"Vöhrenbach","Schwarzwald-Baar-Kreis",448197.824304265,5321556.59510894
"1327",2146,"Urach","Schwarzwald-Baar-Kreis",444333.178813748,5317099.8454456
"1328",2147,"Linach","Schwarzwald-Baar-Kreis",445278.509993209,5319707.36682542
"1329",2148,"Neukirch","Schwarzwald-Baar-Kreis",438400.804621822,5319350.14581292
"1330",2149,"Furtwangen (und Furtwangen-Katzensteig)","Schwarzwald-Baar-Kreis",440866.993055171,5322414.408094
"1331",2150,"Schönenbach","Schwarzwald-Baar-Kreis",443074.466466832,5321811.85470808
"1332",2151,"Vilingen","Schwarzwald-Baar-Kreis",459688.881266199,5322743.78087129
"1333",2152,"Rietheim","Schwarzwald-Baar-Kreis",459280.223809219,5319757.79504865
"1334",2153,"Marbach","Schwarzwald-Baar-Kreis",460575.685259549,5319928.82406643
"1335",2154,"Kirchdorf","Schwarzwald-Baar-Kreis",460504.801462073,5317967.49506096
"1336",2155,"Klengen","Schwarzwald-Baar-Kreis",460233.194757372,5316868.97433349
"1337",2156,"Überauchen","Schwarzwald-Baar-Kreis",459372.323348223,5317704.17888012
"1338",2157,"Tannheim","Schwarzwald-Baar-Kreis",456012.890580095,5316408.41832244
"1339",2158,"Pfaffenweiler","Schwarzwald-Baar-Kreis",456611.471827065,5320101.89492898
"1340",2159,"Herzogenweiler","Schwarzwald-Baar-Kreis",453145.061163901,5319314.3708665
"1341",2160,"Unterkirnach","Schwarzwald-Baar-Kreis",452799.153671968,5325213.90349785
"1342",2161,"Hochemmingen","Schwarzwald-Baar-Kreis",467929.566508682,5319265.07240452
"1343",2162,"Bad Dürrheim","Schwarzwald-Baar-Kreis",465111.977368431,5318414.51954511
"1344",2180,"Hammereisenbach","Schwarzwald-Baar-Kreis",449070.158341966,5315948.84553773
"1345",2187,"Grüningen","Schwarzwald-Baar-Kreis",460530.938783602,5314493.86066037
"1346",2188,"Wolterdingen","Schwarzwald-Baar-Kreis",457231.672947833,5312970.21412897
"1347",2189,"Hubertshofen","Schwarzwald-Baar-Kreis",454332.53511693,5312037.68884869
"1348",2190,"Unterbränd","Schwarzwald-Baar-Kreis",451968.568231051,5309134.73796033
"1349",2191,"Waldhausen","Schwarzwald-Baar-Kreis",455263.837530369,5308616.93651285
"1350",2192,"Bräunlingen","Schwarzwald-Baar-Kreis",458741.609974571,5308678.80771593
"1351",2193,"Hüfingen","Schwarzwald-Baar-Kreis",461815.566067274,5308014.07658904
"1352",2194,"Donaueschingen","Schwarzwald-Baar-Kreis",462705.910753506,5310989.26200994
"1353",2195,"Aufen","Schwarzwald-Baar-Kreis",460629.532307372,5312433.57496893
"1354",2196,"Öfingen","Schwarzwald-Baar-Kreis",472786.808302063,5315413.18014401
"1355",2197,"Oberbaldingen","Schwarzwald-Baar-Kreis",470617.079829454,5313643.25949422
"1356",2198,"Unterbaldingen","Schwarzwald-Baar-Kreis",471081.944019351,5313029.59206581
"1357",2200,"Pfohren","Schwarzwald-Baar-Kreis",467142.4207052,5310547.66758939
"1358",2201,"Donaueschingen-Allmendshofen","Schwarzwald-Baar-Kreis",462706.477963698,5309807.74424564
"1359",2202,"Aasen","Schwarzwald-Baar-Kreis",466508.635441915,5314174.7595753
"1360",2203,"Heidenhofen","Schwarzwald-Baar-Kreis",467592.531384299,5314496.44267082
"1361",2246,"Achdorf-Aselfingen","Schwarzwald-Baar-Kreis",461639.073481484,5298644.35867855
"1362",2247,"Mundelfingen","Schwarzwald-Baar-Kreis",459938.601985861,5301723.56885833
"1363",2248,"Hausen vor Wald","Schwarzwald-Baar-Kreis",461916.88980121,5304348.84190837
"1364",2249,"Döggingen","Schwarzwald-Baar-Kreis",457723.776084325,5304440.26920626
"1365",2254,"Sumpfohren","Schwarzwald-Baar-Kreis",465473.036069896,5306234.88115497
"1366",2255,"Behla","Schwarzwald-Baar-Kreis",463729.108413364,5304731.74617077
"1367",2256,"Fürstenberg","Schwarzwald-Baar-Kreis",466635.903749855,5304308.52590309
"1368",2257,"Riedböhringen","Schwarzwald-Baar-Kreis",465458.720669076,5301966.91002337
"1369",2258,"Eschach","Schwarzwald-Baar-Kreis",462846.979090713,5300882.75600743
"1370",2259,"Blumberg","Schwarzwald-Baar-Kreis",465030.041907161,5298601.74296464
"1371",2260,"Riedöschingen","Schwarzwald-Baar-Kreis",470647.561543703,5298931.72717852
"1372",2317,"Fützen","Schwarzwald-Baar-Kreis",464742.835319032,5295061.2578771
"1373",2318,"Epfenhofen","Schwarzwald-Baar-Kreis",466637.973722552,5296242.61989086
"1374",2319,"Epfenhofen","Schwarzwald-Baar-Kreis",466637.973722552,5296242.61989086
"1375",2320,"Kommingen","Schwarzwald-Baar-Kreis",471162.304076302,5295920.44093664
"1376",2321,"Nordhalden","Schwarzwald-Baar-Kreis",470540.315352107,5294913.26685626
"1377",1900,"Göggingen","Sigmaringen",515062.680261938,5316752.30935525
"1378",1901,"Zell am Andelsbach","Sigmaringen",519355.419938348,5312966.1608004
"1379",1902,"Pfullendorf","Sigmaringen",519023.58396118,5308122.42642196
"1380",1903,"Pfullendorf","Sigmaringen",519023.58396118,5308122.42642196
"1381",1904,"Aach-Linz","Sigmaringen",514972.237695804,5306485.54431996
"1382",1905,"Aftholderberg","Sigmaringen",518169.766643434,5305027.61486885
"1383",1906,"Denkingen","Sigmaringen",523037.660983218,5304681.54651677
"1384",1909,"Großschönach (Herdwangen-Schönach)","Sigmaringen",512667.679342465,5301075.08419287
"1385",1910,"Herdwangen","Sigmaringen",512667.679342465,5301075.08419287
"1386",1911,"Burgweiler","Sigmaringen",526387.538906677,5307204.45633903
"1387",1912,"Illmensee","Sigmaringen",528014.857014704,5301040.1887549
"1388",2134,"Schwenningen","Sigmaringen",499716.375916259,5328124.03650636
"1389",2135,"Glashütte (Heuberg)","Sigmaringen",502593.432525941,5330049.70155711
"1390",2136,"Stetten a.k.M. (am kalten Markt)","Sigmaringen",505816.753353954,5329736.40731939
"1391",2165,"Leibertingen","Sigmaringen",501156.022314539,5321040.7287216
"1392",2166,"Kreenheinstetten","Sigmaringen",503890.452083135,5322470.16717117
"1393",2167,"Langenhart","Sigmaringen",507753.724268141,5321632.70258934
"1394",2168,"Engelswies","Sigmaringen",509574.647720589,5321041.92539266
"1395",2169,"Rohrdorf","Sigmaringen",507611.297457447,5318318.11845962
"1396",2170,"Menningen","Sigmaringen",511802.252281103,5317522.71821651
"1397",2215,"Altheim","Sigmaringen",502526.788440057,5315757.27634532
"1398",2217,"Bietingen","Sigmaringen",502433.926572453,5313067.5143774
"1399",2218,"Krumbach","Sigmaringen",503574.28305234,5312032.23588972
"1400",2219,"Boll","Sigmaringen",502232.615863874,5310598.90056222
"1401",2221,"Sauldorf","Sigmaringen",508006.1226199,5310018.29641194
"1402",2222,"Rast","Sigmaringen",509055.938786832,5309635.28899274
"1403",2223,"Wasser","Sigmaringen",507571.030929939,5312648.5140796
"1404",2224,"Messkirch","Sigmaringen",508606.940791856,5315733.15115654
"1405",2225,"Heudorf","Sigmaringen",505312.54924789,5315649.14024205
"1406",2284,"Sentenhart","Sigmaringen",509428.148943843,5306715.00331848
"1407",2163,"Buchheim","Tuttlingen",499009.582322465,5317522.9151294
"1408",2164,"Hausen im Tal","Tuttlingen",475772.346811841,5306815.97148241
"1409",2199,"Geisingen","Tuttlingen",473954.069918199,5308893.44115149
"1410",2204,"Esslingen","Tuttlingen",478893.213800032,5315526.46939562
"1411",2205,"Ippingen","Tuttlingen",475448.799856791,5314524.25058996
"1412",2206,"Möhringen","Tuttlingen",482023.244090333,5312748.29021463
"1413",2207,"Immendingen","Tuttlingen",479863.875056889,5310839.27518177
"1414",2208,"Zimmern","Tuttlingen",478734.812449496,5310613.25933893
"1415",2209,"Hattingen","Tuttlingen",483897.848622401,5307522.23592162
"1416",2210,"Oberschwandorf","Tuttlingen",498684.616593747,5311876.78525404
"1417",2211,"Unterschwandorf","Tuttlingen",499722.238197058,5310774.08357423
"1418",2213,"Liptingen","Tuttlingen",493090.100423995,5309364.45750365
"1419",2214,"Emmingen","Tuttlingen",489020.882722204,5308400.47715823
"1420",2216,"Worndorf","Tuttlingen",499888.07545859,5314691.94705527
"1421",2252,"Gutmadingen","Tuttlingen",471310.122015128,5306534.11985355
"1422",2253,"Nendingen","Tuttlingen",489607.818788979,5316978.71371703
"1423",2261,"Geisingen (Kirchenhausen)","Tuttlingen",473954.069918199,5308893.44115149
"1424",2262,"Leipferdingen","Tuttlingen",475159.854498388,5301305.75632282
"1425",2340,"Hausen an der Aach","Tuttlingen",475772.346811841,5306815.97148241
"1426",630,"Obergebisbach- Hornbach","Waldshut",422999.415062465,5278359.76571783
"1427",631,"Niedergebisbach","Waldshut",424339.989525022,5277952.02739473
"1428",632,"Altenschwand","Waldshut",423080.221189754,5276460.14032777
"1429",633,"Hütten","Waldshut",421019.822986517,5275604.01482267
"1430",634,"Rickenbach","Waldshut",423182.96128027,5274451.30101392
"1431",635,"Bergalingen","Waldshut",421799.292961056,5273774.97388836
"1432",636,"Willaringen","Waldshut",422794.674257457,5272995.83954991
"1433",637,"Öfflingen (Öflingen)","Waldshut",418350.468064715,5271556.85987253
"1434",640,"Wehr","Waldshut",417697.324589161,5275677.7955453
"1435",642,"Wallbach","Waldshut",418268.680880781,5268938.01799607
"1436",643,"Obersäckingen","Waldshut",421914.271057165,5269560.61138242
"1437",757,"Todtmoos","Waldshut",425361.078245382,5288030.76349002
"1438",842,"Rütte (bei Todtmoos; es gibt auch noch eines bei Herreschrie und eines bei Todtnauberg)","Waldshut",426062.727975515,5290253.82390436
"1439",843,"Todtmoos","Waldshut",425361.078245382,5288030.76349002
"1440",2238,"Holzschlag","Waldshut",444980.535556565,5299863.69069603
"1441",2239,"Gündelwangen","Waldshut",447379.082158938,5299029.95761754
"1442",2245,"Ewattingen","Waldshut",458443.676779447,5298514.16362472
"1443",2292,"Menzenschwand","Waldshut",430426.310361417,5296433.47913227
"1444",2293,"Bernau(-Hof)","Waldshut",426323.042216739,5296868.86935606
"1445",2294,"Bernau(-Oberlehen)","Waldshut",426323.042216739,5296868.86935606
"1446",2296,"St. Blasien","Waldshut",434647.647267201,5290154.05486736
"1447",2297,"Todtmoos (-Rütte)","Waldshut",425361.078245382,5288030.76349002
"1448",2300,"Grafenhausen","Waldshut",444699.120857121,5291545.57848862
"1449",2301,"Grafenhausen","Waldshut",444699.120857121,5291545.57848862
"1450",2302,"Staufen","Waldshut",440958.390900863,5289518.38498225
"1451",2303,"Münchingen","Waldshut",454789.247261958,5297027.729651
"1452",2304,"Bonndorf","Waldshut",450757.552852213,5296481.54508868
"1453",2305,"Wellendingen","Waldshut",451461.699431265,5293946.95132896
"1454",2306,"Wittlekoffen","Waldshut",451036.868778183,5292417.7822388
"1455",2307,"Oberwangen u. Unterwangen","Waldshut",453363.81793788,5291602.76734778
"1456",2308,"Bettmaringen","Waldshut",452108.605705788,5289121.05996154
"1457",2309,"Schwaningen","Waldshut",456942.294186744,5291834.05286805
"1458",2310,"Weizen","Waldshut",459811.84789616,5291863.46108091
"1459",2311,"Grimmelshofen","Waldshut",462228.562963522,5292653.01534912
"1460",2312,"Blumegg","Waldshut",462426.349816905,5295198.08832423
"1461",2313,"Lausheim","Waldshut",459037.639085424,5295525.61540907
"1462",2314,"Lembach","Waldshut",457361.667955554,5294660.76219742
"1463",2315,"Dillendorf","Waldshut",455272.420360019,5294072.98900316
"1464",2316,"Brunnadern","Waldshut",453630.060990715,5293695.77433185
"1465",2361,"Urberg","Waldshut",434327.103957629,5287194.3115361
"1466",2362,"Wittenschwand","Waldshut",432574.999948819,5286511.90437313
"1467",2363,"Ibach","Waldshut",430326.453542838,5286997.52471575
"1468",2364,"Todtmoos","Waldshut",425361.078245382,5288030.76349002
"1469",2365,"Todtmoos","Waldshut",425361.078245382,5288030.76349002
"1470",2366,"Wehrhalden","Waldshut",425772.452041449,5283668.13090132
"1471",2367,"Grossherrischwand","Waldshut",425707.590706344,5281175.72059798
"1472",2368,"Strittmatt und Engelschwand","Waldshut",428463.67896917,5279376.0260271
"1473",2369,"Hartschwand","Waldshut",429848.983091372,5280178.36631511
"1474",2370,"Hierbach - Wilfingen","Waldshut",431799.771157934,5281801.35356276
"1475",2371,"Wolpadingen","Waldshut",433054.925142047,5283188.41028821
"1476",2372,"Immeneich","Waldshut",434380.390726966,5283015.45643339
"1477",2373,"Remetschwiel/Brunnadern","Waldshut",435878.813254295,5282120.62929304
"1478",2374,"Remetschwiel und Bannholz","Waldshut",437474.243303364,5280641.61033354
"1479",2375,"Bannholz","Waldshut",437474.243303364,5280641.61033354
"1480",2376,"Tiefenhäusern","Waldshut",435890.837240969,5283618.82981412
"1481",2377,"Schlageten","Waldshut",434375.447229228,5284637.23553655
"1482",2378,"Fröhnd","Waldshut",430763.30311906,5283381.99070105
"1483",2379,"Attlisberg","Waldshut",437458.985392162,5285709.18350978
"1484",2380,"Höchenschwand","Waldshut",437387.023119858,5287103.80974465
"1485",2381,"Amrigschwand","Waldshut",438913.812707916,5285472.50594343
"1486",2382,"Brenden","Waldshut",441966.527280042,5286521.58297698
"1487",2383,"Mettenberg","Waldshut",445064.902357703,5288871.1575116
"1488",2384,"Birkendorf","Waldshut",448475.635786767,5288710.9297352
"1489",2385,"Hürrlingen","Waldshut",446384.901943028,5285944.47041646
"1490",2386,"Riedern im Wald","Waldshut",446833.939211122,5285185.64032231
"1491",2387,"Uhlingen","Waldshut",448885.152334451,5285416.1981302
"1492",2388,"Krenkingen","Waldshut",447805.035243716,5281315.54291658
"1493",2389,"Berau","Waldshut",444341.78439791,5282636.98930296
"1494",2390,"Aichen","Waldshut",444623.239352899,5280435.77498855
"1495",2391,"Dietlingen","Waldshut",443229.184818699,5280280.26697661
"1496",2392,"Nöggenschwiel","Waldshut",440993.472887896,5282418.81484806
"1497",2393,"Bierbronnen","Waldshut",439085.098846656,5280486.69005889
"1498",2394,"Häusern","Waldshut",437761.416028041,5289290.60017086
"1499",2395,"Stühlingen","Waldshut",458515.464269554,5288152.52474216
"1500",2396,"Eberfingen","Waldshut",457032.364824608,5285379.10473489
"1501",2397,"Mauchen","Waldshut",454292.597529113,5287576.27731257
"1502",2398,"Obermettingen","Waldshut",451969.408378633,5285523.24840166
"1503",2399,"Untermettingen","Waldshut",450946.025955321,5283436.67233567
"1504",2400,"Obereggingen","Waldshut",453958.33361395,5283334.22300202
"1505",2401,"Untereggingen","Waldshut",454516.205570764,5282331.73720413
"1506",2402,"Ofteringen","Waldshut",453211.202567007,5280742.69875273
"1507",2403,"Degernau","Waldshut",453593.839921612,5279402.54737221
"1508",2432,"Strittmatt","Waldshut",428463.67896917,5279376.0260271
"1509",2433,"Segeten","Waldshut",426685.097871983,5278922.41857777
"1510",2434,"Herrischried","Waldshut",425045.316537373,5279646.92599664
"1511",2435,"Hogschür","Waldshut",426005.736405435,5277583.81128574
"1512",2436,"Luttingen","Waldshut",432219.797990411,5269182.86396453
"1513",2437,"Oberwihl","Waldshut",428314.246915998,5274616.01349231
"1514",2438,"Niederwihl","Waldshut",430187.939200126,5274318.71790826
"1515",2439,"Rüsswihl","Waldshut",430202.573253623,5275665.71907279
"1516",2440,"Görwihl","Waldshut",430761.320315981,5276907.30153881
"1517",2441,"Rotzingen","Waldshut",430645.169183689,5279578.59255959
"1518",2442,"Oberalpfen","Waldshut",436372.721645405,5278627.26320461
"1519",2443,"Unteralpfen","Waldshut",435089.045919793,5277254.26467406
"1520",2444,"Birkingen","Waldshut",435963.223040219,5274985.99521437
"1521",2445,"Birndorf","Waldshut",434921.971080993,5275006.42378629
"1522",2446,"Buch über Waldshut","Waldshut",433369.008835443,5273779.07564421
"1523",2447,"Albruck-Kiesenbach","Waldshut",435663.264979554,5272249.43382747
"1524",2448,"Albert","Waldshut",433089.015857809,5270598.90429418
"1525",2449,"Hochsal","Waldshut",430830.948997017,5270997.59528987
"1526",2450,"Rotzel","Waldshut",429446.617124321,5271684.42363525
"1527",2451,"Hänner","Waldshut",427081.021612226,5271731.30176742
"1528",2452,"Schachen","Waldshut",431905.242840092,5272650.01294458
"1529",2453,"Rippolingen und Harpolingen","Waldshut",424837.622485378,5269297.70277548
"1530",2454,"Rippolingen und Harpolingen","Waldshut",423986.979340624,5269941.18924507
"1531",2455,"Murg","Waldshut",426533.359799489,5267166.42069184
"1532",2456,"Niederhof","Waldshut",427757.855135686,5268887.35732372
"1533",2457,"Oberhof","Waldshut",427244.635180895,5270622.16737518
"1534",2458,"Binzgen","Waldshut",429415.721861538,5269627.36057045
"1535",2460,"Luttingen und Grunholz","Waldshut",432219.797990411,5269182.86396453
"1536",2461,"Weilheim","Waldshut",442972.85974214,5278637.76707609
"1537",2462,"Indlekofen","Waldshut",441518.000783905,5278682.21456862
"1538",2463,"Schmitzingen","Waldshut",439412.511069462,5278261.37462469
"1539",2464,"Waldkirch","Waldshut",437777.553656968,5278678.76521687
"1540",2465,"Eschbach","Waldshut",438464.620464083,5275902.70527692
"1541",2466,"Dogern","Waldshut",437798.977663816,5273157.69874118
"1542",2467,"Waldshut","Waldshut",440976.806109304,5274776.33279877
"1543",2468,"Gurtweil","Waldshut",443440.279483777,5276740.3442985
"1544",2469,"Tiengen","Waldshut",446048.995418743,5275919.77565826
"1545",2470,"Breitenfeld","Waldshut",447896.185644487,5277831.36151381
"1546",2471,"Detzeln","Waldshut",448995.587971764,5279449.92951901
"1547",2472,"Unterlauchringen","Waldshut",447707.939456519,5275517.85561372
"1548",2473,"Oberlauchringen","Waldshut",449418.848410151,5274325.71096872
"1549",2474,"Kadelburg","Waldshut",447052.730794452,5273029.63798873
"1550",2475,"Dangstetten","Waldshut",448838.119801059,5271602.14393155
"1551",2476,"Rheinheim","Waldshut",447740.75855864,5270711.58899206
"1552",2477,"Reckingen","Waldshut",449699.027351638,5269256.15781689
"1553",2478,"Erzingen","Waldshut",456460.319695668,5278794.65775887
"1554",2479,"Rechberg","Waldshut",454931.204322353,5277585.92375261
"1555",2480,"Schwerzen","Waldshut",451661.853228837,5276848.57757473
"1556",2481,"Horheim","Waldshut",450987.0942973,5277444.40392675
"1557",2482,"Wutöschingen","Waldshut",452405.645648742,5278615.22760543
"1558",2483,"Weisweil","Waldshut",459290.577484264,5277005.86934111
"1559",2484,"Riedern am Sand (im SprachGIS: Unter Riedern)","Waldshut",458390.182079707,5274714.88848395
"1560",2485,"Bühl","Waldshut",459751.236581344,5273778.39331885
"1561",2486,"Dettighofen","Waldshut",461197.411205323,5274611.05055649
"1562",2487,"Stetten (bei Waldshut)","Waldshut",457844.127138613,5270896.58696042
"1563",2488,"Bergöschingen","Waldshut",456467.35706749,5271491.3128612
"1564",2489,"Grießen","Waldshut",455778.221585399,5275094.23300624
"1565",2490,"Geißlingen","Waldshut",454299.457575563,5274217.59723703
"1566",2491,"Küßnach","Waldshut",452317.081707631,5271367.04895635
"1567",2492,"Lienheim","Waldshut",452970.354549521,5268932.12975483
"1568",2493,"Hohentengen","Waldshut",457853.444801749,5268854.82241197
"1569",2494,"Altenburg","Waldshut",469887.659386322,5278048.39838553
"1570",2495,"Jestetten","Waldshut",468138.975041648,5277817.63997241
"1571",2496,"Lottstetten","Waldshut",467664.866468045,5274796.08105236
"1572",2497,"Baltersweil","Waldshut",463233.29272916,5276097.16515076
"1573",2132,"Hartheim","Zollernalbkreis",495249.196288434,5333608.95269665
"1574",2133,"Heinstetten","Zollernalbkreis",497256.098177163,5331295.7450565
"1575",1,"Dambach","Haguenau",399932.10876882,5428642.20564393
"1576",38,"Oberbronn","Haguenau",398081.593159655,5421840.55618973
"1577",39,"Bad-Niederbronn (Niederbronn-Les-Bains)","Haguenau",400636.512805789,5422905.17877126
"1578",40,"Niederbronn (GID von Niederbronn les bains)","Haguenau",400636.512805789,5422905.17877126
"1579",41,"Bad-Niederbronn (Niederbronn-Les-Bains)","Haguenau",400636.512805789,5422905.17877126
"1580",42,"Reichshofen (Reichshoffen)","Haguenau",402104.873174248,5420783.12239915
"1581",54,"Nehweiler (Nehwiller)","Haguenau",405076.77963212,5423899.51709883
"1582",119,"Zinsweiler","Haguenau",396717.741531873,5419476.07262758
"1583",120,"Offweiler","Haguenau",393238.531221175,5418497.54036902
"1584",121,"Rotbach","Haguenau",392193.469954579,5418013.93586974
"1585",124,"Uhrweiler (Uhrwiller)","Haguenau",395807.253071184,5414911.69815021
"1586",125,"Engweiler","Haguenau",398466.805358281,5415605.41694267
"1587",126,"Gumbrechtshofen","Haguenau",399745.701948134,5417846.19774111
"1588",127,"Gundershofen","Haguenau",401748.31244449,5417930.60352703
"1589",128,"Mietesheim","Haguenau",400165.462211534,5414803.04562075
"1590",129,"Bitschhofen","Haguenau",398715.751489186,5412676.4562131
"1591",130,"Überach (Uberach)","Haguenau",399350.005036072,5411515.22884471
"1592",133,"Kindweiler","Haguenau",397122.491339879,5413093.68086511
"1593",139,"Eberbach","Haguenau",406001.185433241,5418415.39040277
"1594",148,"Merzweiler (Mertzwiller)","Haguenau",403140.756513807,5413021.52410857
"1595",149,"Griesbach","Haguenau",403135.530290011,5416098.31001943
"1596",185,"Dauendorf","Haguenau",401296.224252921,5409401.16591601
"1597",186,"Morschweiler","Haguenau",399206.565367194,5408324.32489014
"1598",192,"Hüttendorf","Haguenau",400324.310832689,5406358.39699148
"1599",205,"Wittersheim","Haguenau",401570.313081085,5404202.55160374
"1600",206,"Uhlweiler","Haguenau",402663.118508609,5408346.42946934
"1601",207,"Ohlungen","Haguenau",404583.154136243,5407357.07121224
"1602",208,"Schweighausen (Schweighouse-Sur-Moder)","Haguenau",407158.011026326,5408385.56347303
"1603",209,"Schweighausen (Schweighouse-Sur-Moder)","Haguenau",407158.011026326,5408385.56347303
"1604",210,"Hagenau","Haguenau",411073.047004995,5407525.77925132
"1605",213,"Weitbruch","Haguenau",410023.183632751,5400776.88553751
"1606",214,"Niederschäffolsheim","Haguenau",407304.09283002,5402889.32235666
"1607",218,"Wahlenheim","Haguenau",403378.962439054,5401922.75593594
"1608",219,"Hochstett","Haguenau",402863.288831477,5403679.59352843
"1609",220,"Batzendorf","Haguenau",404972.643251352,5404174.85641858
"1610",221,"Wintershausen","Haguenau",404722.334360684,5405311.02488948
"1611",222,"Sufflenheim","Haguenau",423617.684777081,5409056.86140217
"1612",223,"Schirrhofen","Haguenau",420649.899160642,5406519.93486986
"1613",224,"Schirrhein","Haguenau",419637.379909067,5405971.81956621
"1614",225,"Kaltenhausen","Haguenau",414448.190712139,5404811.33443335
"1615",226,"Oberhofen (Oberhoffen-Sur-Moder)","Haguenau",416496.785370333,5403954.28440858
"1616",227,"Bischweiler","Haguenau",416167.426527336,5402322.59654519
"1617",228,"Rohrwiller","Haguenau",419550.551550728,5400900.97744454
"1618",229,"Hagenau","Haguenau",411073.047004995,5407525.77925132
"1619",230,"Falhünden (Dalhünden)","Haguenau",425671.177517214,5402789.80388343
"1620",1131,"Herlisheim (Herrlisheim)","Haguenau",419588.203527234,5397991.9533515
"1621",1132,"Offendorf","Haguenau",420091.949239669,5395973.50560477
"1622",1493,"Schaffhausen (Schaffhouse-près-Selz)","Haguenau",395807.356937412,5414917.25606628
"1623",1499,"Leutenheim","Haguenau",428224.165697232,5410464.43262439
"1624",1500,"Forstfeld","Haguenau",429367.048284565,5412228.7058739
"1625",1547,"Stattmatten","Haguenau",426536.998907812,5405208.72367581
"1626",1548,"Auenheim","Haguenau",427184.430443426,5407093.61972989
"1627",1549,"Runzenheim (Rountzenheim)","Haguenau",427116.955322618,5408112.89359542
"1628",1550,"Röschwoog (Roeschwoog)","Haguenau",429546.877834834,5409096.77497492
