"","ID","utm_n","place","utm_e"
"438",1095,5392371.35969386,"Dimbstal",379209.861773399
"439",1097,5397018.10236553,"Hägen",377847.604788851
"440",1098,5398903.71297667,"Waldolwisheim",385016.991145565
"441",1099,5396896.14230397,"Gingsheim",396208.996459261
"442",1100,5398705.96135801,"Schaffhausen bei Hochfelden (schaffhouse-sur-Zorn)",394268.255475184
"443",1101,5399637.12337097,"Mutzenhausen (Mutzenouse)",396206.055489265
"444",1102,5400352.94597641,"Waltenheim",399265.782530474
"445",1103,5397450.85996703,"Wingersheim",399512.293056697
"446",1104,5396785.21943383,"Hohatzenheim",398195.809298155
"447",1105,5396044.88957245,"Mittelhausen",399292.821614444
"448",1108,5394147.31378009,"Rumersheim",399577.498792202
"449",1109,5394588.61655162,"Gimbrett",397554.555641911
"450",1110,5392361.93617157,"Reitweiler",398077.236571345
"451",1111,5392639.97922198,"Berstett",401183.691400449
"452",1112,5396562.52345927,"Dunzenheim",392260.87926558
"453",1113,5396136.85905371,"Sässolsheim",390755.097271696
"454",1114,5395304.9019947,"Gugenheim",394483.787589766
"455",1115,5394690.50004242,"Rohr",393106.035953697
"456",1116,5393864.6076816,"Kienheim",395392.40787312
"457",1117,5391932.27377434,"Willgottheim",390425.030201104
"458",1118,5400516.21698001,"Wilwisheim",390279.347236517
"459",1119,5399041.81135329,"Ingenheim",391244.927751114
"460",1120,5390437.88473647,"Schnersheim",394546.237697966
"461",1144,5390842.26442364,"Birkenwald",378130.105101709
"462",1145,5391763.5087057,"Salental",380019.552284366
"463",1146,5394322.23764353,"Maursmünster (Marmoutier)",380858.320317309
"464",1147,5392082.37986078,"Singrist",381288.784716232
"465",1161,5390435.65649347,"Allenweiler",380545.227745506
"466",1162,5391937.97586548,"Hengweiler",377246.412559743
"467",1165,5390631.86987041,"Winzenheim (Wintzenheim-Kochersberg)",390622.865967791
"468",1166,5390104.47202838,"Ittlenheim",392891.249355793
"469",1168,5390951.29687321,"Truchtersheim",397445.445504122
"470",1169,5390595.52883292,"Pfettisheim",400096.60420029
"471",1170,5388366.75629932,"Wiwersheim",397409.325762719
"472",1171,5387463.90728816,"Offenheim",398203.570802129
"473",1172,5387463.90728816,"Stutzheim-Offenheim",398203.570802129
"474",1173,5388868.07916411,"Küttolsheim",391379.941685435
"475",1175,5387706.05317803,"Fessenheim (Fessenheim-le-Bas)",392365.004166129
"476",1176,5388215.20330306,"Dossenheim-Kochersberg",394898.790528561
"477",1177,5386903.07891126,"Quatzenheim",394901.539033717
"478",1178,5385635.30228639,"Hürtigheim",396350.182858312
"479",1179,5385459.58879633,"Fürdenheim",394141.694160414
"480",1180,5384392.48183721,"Ittenheim",396454.86796428
"481",1181,5384392.48183721,"Ittenheim",396454.86796428
"482",1182,5390820.51110816,"Kleinfrankenheim",395491.84196685
"483",1187,5388600.38259147,"Pfulgriesheim",402078.617982901
"484",1188,5387144.64970369,"Dingsheim, Griesheim",401839.525758911
"485",1234,5385459.58879633,"Fürdenheim",394141.694160414
"486",877,5371934.28402025,"Lipsheim",401712.546738879
"487",886,5371572.55632102,"Fegersheim",402440.149557845
"488",887,5371572.55632102,"Fegersheim",402440.149557845
"489",888,5371333.90525091,"Eschau",405094.528425294
"490",889,5369270.13554446,"Plobsheim",405638.792573838
"491",1126,5371572.55632102,"Vegersheim (Fegersheim)",402440.149557845
"492",1129,5392978.65364243,"Eckwersheim",403835.048015376
"493",1130,5391497.20337796,"Vendenheim",405233.959995223
"494",1183,5390243.78641555,"Wanzenau",413528.071248848
"495",1184,5389109.80187344,"Reichstett",408195.184446348
"496",1185,5388432.77916454,"Mundolsheim",405373.109861535
"497",1186,5389381.31155496,"Lamgertheim",404315.673972623
"498",1189,5387701.6693606,"Suffelweyersheim",407279.037627669
"499",1190,5386377.47929546,"Niederhausbergen",404224.742584596
"500",1191,5385378.84722153,"Mittelhausbergen",403648.90730003
"501",1192,5382120.49023166,"Straßburg",406790.189549552
"502",1193,5383250.21989074,"Kronenburg (Cronenbourg)",406516.091190362
"503",1194,5384408.46303294,"Schiltigheim",407747.535896432
"504",1195,5385390.71393944,"Straßburg-Bischheim",408057.049268124
"505",1196,5386078.82367802,"Hönheim",408268.792213809
"506",1197,5384458.20760327,"Straßburg-Oberhausbergen",403066.842556645
"507",1198,5384801.53805679,"Straßburg-Ruprechtsau",411590.103424764
"508",1233,5382486.05136873,"Osthofen",393564.959065217
"509",1237,5382400.55277494,"Oberschäffolsheim",400618.552674561
"510",1243,5379332.71654009,"Hangenbieten",397828.40880853
"511",1247,5373406.0792906,"Bläsheim",397169.871578202
"512",1248,5374449.41119255,"Geispolsheim",399808.345082033
"513",1249,5376567.09786635,"Enzheim",399332.713704127
"514",1250,5379660.31924281,"Kolbsheim",395845.317043873
"515",1255,5375878.00004874,"Illkirch-Grafenstaden",404895.390645058
"516",1256,5375878.00004874,"Illkirch-Grafenstaden",404895.390645058
"517",1257,5381939.31677256,"Wolfisheim",401621.088939103
"518",1258,5381524.31861227,"Eckbolsheim",403177.164365225
"519",1259,5379125.99952743,"Holzheim",399931.201305454
"520",233,5333158.66858765,"Kaysersberg",370680.310051967
"521",234,5336112.93643195,"Reichenweier (Riquewhir)",373577.647700273
"522",235,5335224.18735161,"Bebelnheim (Beblenheim)",375261.009225792
"523",236,5327313.89629302,"Türkheim (Turckheim)",371825.280553393
"524",237,5329722.16597938,"Katzenthal",372335.662434711
"525",238,5328821.33971211,"Niedermorschweiher",371644.474345626
"526",239,5332889.78904875,"Kientzheim",372553.656105096
"527",240,5333770.17058172,"Bennweier",375343.151343667
"528",241,5332437.93116611,"Sigolsheim",373775.528048467
"529",242,5328089.43347195,"Ingersheim",373958.994258015
"530",243,5330198.55872026,"Zell (Labaroche)",365466.016736553
"531",244,5331577.35426328,"Ammerschweier",372367.339530999
"532",245,5334315.56880283,"Mittelweier",375114.688921384
"533",246,5334823.72505271,"Ostheim",378784.190792889
"534",247,5328763.52095462,"Munzenheim (Muntzenheim)",386332.198714481
"535",248,5328533.64679909,"Bischweier",383659.0629814
"536",249,5329756.55952371,"Holzweier",382794.793427085
"537",250,5331236.80820036,"Riedweier",384310.260288763
"538",251,5329380.77301001,"Wickerschweier",383775.308121379
"539",252,5331068.6316695,"Jebsheim",386715.17372503
"540",253,5331468.00944461,"Hausen bei Kolmar (Houssen)",379199.946969311
"541",255,5327457.4714668,"Fortschweier",384753.123473832
"542",256,5333444.33187449,"Grussenheim",387523.440050803
"543",264,5327599.15620209,"Dürrenenzen (Dürrenentzen)",388609.32443419
"544",265,5327666.11393627,"Balzenheim (Baltzenheim)",392497.309687144
"545",266,5330230.45263733,"Arzenheim (Artzenheim)",391529.896735124
"546",299,5322634.46301878,"Münster (Munster)",360759.605747063
"547",300,5322634.46301878,"Münster (Munster)",360759.605747063
"548",301,5325125.17437866,"Sulzern (Soultzeren)",358635.15766852
"549",302,5319572.3574905,"Metzeral",356179.248544774
"550",303,5321182.04458426,"Eschbach",361775.400631525
"551",304,5324049.74434106,"Hohrod",360362.9990299
"552",305,5321465.83716159,"Luttenbach (Luttenbach-Près-Munster)",359657.158845293
"553",306,5320692.63296684,"Breitenbach (Breitenbach-Haut-Rhin)",358401.369164466
"554",307,5324692.14989373,"Hohrodberg",361065.222198466
"555",308,5324081.01289179,"Stossweier",358541.57900503
"556",309,5320939.92328753,"Mühlbach (Muhlbach-Sur-Munster)",357395.896774874
"557",310,5321643.58879172,"Griesbach (Griesbach-Au-Val)",363634.005460046
"558",311,5323071.7346374,"Günsbach (Gunsbach)",363855.83104493
"559",312,5328763.52095462,"Munzenheim (Muntzenheim)",386332.198714481
"560",313,5324504.44725003,"Wettolsheim",373808.607209036
"561",316,5321315.86630125,"Häusern",371827.701768402
"562",317,5324780.11794654,"Walbach",367692.817990604
"563",318,5323656.3414582,"Weier (Wihr-Au-Val)",366281.646249937
"564",319,5319514.4914019,"Herlisheim (Herrlisheim)",375417.013642615
"565",320,5322082.20508281,"Sulzbach (Soultzbach-Les-Bains)",366070.460386373
"566",321,5319668.39660994,"Obermorschweier",373260.624302885
"567",322,5319899.54014974,"Vöklinshofen (Voegtlinshoffen)",371913.218431913
"568",323,5322323.36517382,"Egisheim",373630.892087927
"569",324,5325873.05903983,"Zimmerbach",368715.936426166
"570",325,5326707.22745243,"Kolmar (/Hausen an der Möhlin)",378126.451651737
"571",326,5326707.22745243,"Kolmar",378126.451651737
"572",327,5326707.22745243,"Kolmar",378126.451651737
"573",328,5326707.22745243,"Kolmar",378126.451651737
"574",329,5326707.22745243,"Kolmar",378126.451651737
"575",330,5326707.22745243,"Kolmar",378126.451651737
"576",331,5322237.00013448,"Sundhofen (Sundhoffen)",381864.05720327
"577",332,5318305.30392472,"Heiligkreuz (Sainte-Croix-en-Plaine)",379403.712559224
"578",333,5327295.96945851,"Logelbach",374139.722275299
"579",334,5324395.60073818,"Widensolen",386750.889720477
"580",335,5326569.32639513,"Horburg (Horboug)",380344.621782497
"581",336,5319869.71118953,"Logelnheim (Logelheim)",381381.964009856
"582",337,5326901.94674695,"Weier auf dem Land (Wihr-en-Plaine)",381676.225934818
"583",338,5325032.03312157,"Andolsheim",381931.270618944
"584",339,5320361.22828216,"Appenweier (Appenwihr)",383662.529351545
"585",340,5317941.0223268,"Hettenschlag",384971.548009486
"586",341,5327073.70944663,"Urschenheim",387277.560423642
"587",347,5319395.33336947,"Neubreisach (Neuf-Brisach)",390317.065957414
"588",348,5325995.49362758,"Künheim (Kunheim)",390825.332520046
"589",349,5319194.97682573,"Volgelsheim",392090.853063462
"590",350,5318519.88105062,"Vogelgrün (Vogelgrun)",393533.684714007
"591",351,5321823.97160705,"Biesheim",391525.101497987
"592",352,5320439.55280388,"Wolfganzen",388286.775728101
"593",353,5317933.2509055,"Algolsheim",392377.544885869
"594",354,5317662.74878024,"Umgebung von Neubreisach (Weckolsheim)",389118.489865188
"595",385,5318253.74671636,"Wasserburg Kreis Colmar (Wasserbourg)",362715.435339094
"596",386,5317676.11620977,"Sondernach",356228.831131974
"597",387,5318621.89971775,"Mittlach",353303.758733247
"598",404,5314695.1334012,"Dessenheim",387180.683845441
"599",410,5310950.53541839,"Rüstenhart (Rustenhart)",385262.803582507
"600",413,5313935.96041233,"Heiteren",390860.236281177
"601",417,5316170.2890007,"Obersaasheim",392476.647008551
"602",418,5314895.03190568,"Geiswasser",395555.984276979
"603",419,5309920.57967627,"Nambsheim",392610.166597661
"604",420,5309419.41094944,"Balgau",390879.985172329
"605",486,5302840.17508507,"Münchhausen (Munchhausen)",384289.675363713
"606",487,5305078.31926886,"Roggenhausen",385403.911445838
"607",488,5307391.72654167,"Hirzfelden",383974.222048779
"608",572,5327313.89629302,"Helfrantskirch (Helfrantzkirch)",371825.280553393
"609",646,5307975.25993878,"Fessenheim (Gutenstein)",390699.43029175
"610",647,5307975.25993878,"Fessenheim",390699.43029175
"611",648,5304476.59827182,"Blodelsheim",390396.810747869
"612",649,5300968.61947799,"Rumersheim (Rumersheim-le-Haute)",389070.049387929
"613",975,5347837.42124067,"Leberau (Lièpvre)",372496.44689122
"614",1022,5345114.30709598,"Markich (Sainte-Marie-Aux-Marines)",364861.548937845
"615",1023,5347837.42124067,"klein Leberau (Lièpvre)",372496.44689122
"616",1024,5345114.30709598,"Markich (Sainte-Marie-Aux-Marines)",364861.548937845
"617",1025,5345114.30709598,"Markich (Sainte-Marie-Aux-Marines)",364861.548937845
"618",1026,5343198.12437177,"Glashütte",374047.958677155
"619",1027,5343198.12437177,"Tannenkirch (Thannenkirch)",374047.958677155
"620",1028,5339169.53663486,"Rappoltsweiler (Ribeauvillé)",375512.157660455
"621",1029,5336632.04535983,"Zellenberg",375001.63980389
"622",1030,5337777.90860622,"Hunaweier (Hunawihr)",374875.739388194
"623",1033,5342565.42990695,"Rodern",377986.180973648
"624",1034,5340504.9448218,"Bergheim",377987.455880727
"625",1035,5338284.66778055,"Gemar (Guémar)",380551.403485041
"626",1036,5338011.09904591,"Illhäusern (Illhaeusern)",383569.073741823
"627",1037,5341538.15961873,"Rohrschweier (Rorschwihr)",378394.493901153
"628",314,5318230.68719117,"Geberschweiher (Gueberschwihr)",371455.892349983
"629",315,5318898.53461117,"Hattstatt",373227.975391613
"630",381,5310423.95611396,"Krüt (Kruth)",348089.909331976
"631",382,5316244.13693525,"Wildenstein bei Krüt, Kreis Tann",347994.741083538
"632",383,5312012.78214478,"Lintal (Linthal, Kreis Tann)",360321.364578795
"633",384,5311427.71690001,"Lautenbach (Kreis Tann)",362499.448368714
"634",388,5309399.86516321,"Murbach",362572.889414808
"635",389,5311352.48342235,"Lautenbachzell",361786.319695879
"636",390,5311611.55159577,"Sengern",359763.202274519
"637",391,5313222.30079307,"Rufach (Rouffach)",372863.823928136
"638",392,5316304.4626235,"Osenbach",367114.497420374
"639",393,5313033.55297123,"Westhalten",370061.76019603
"640",394,5315028.26020562,"Winzfelden (Wintzfelden)",365519.214716751
"641",395,5309747.0681468,"Gundolsheim",372580.844705105
"642",396,5311073.91185442,"Schweighausen Kreis Gebweiler (Schweighouse bei Lautenbach)",363865.152021837
"643",397,5309938.7475157,"Bergholzzell, Orschweier (Bergholtzzell, Orschwihr)",368161.74302002
"644",398,5310287.60468323,"Orschweier (Orschwihr)",367980.659783563
"645",399,5314024.21653966,"Sulzmatt (Soultzmatt)",368207.426953668
"646",400,5314024.21653966,"Sulzmatt (Soultzmatt)",368207.426953668
"647",401,5309907.39611608,"Bühl Landkreis Gebweiler (Buhl)",364526.66513868
"648",402,5316410.80081133,"Pfaffenheim",372437.107771159
"649",403,5316410.80081133,"Pfaffenheim",372437.107771159
"650",405,5312752.83475529,"Bilzheim (Biltzheim)",379546.436147001
"651",406,5311296.95932826,"Oberenzen (Oberentzen)",378929.538564702
"652",407,5311859.47857361,"Niederenzen",379146.037107024
"653",408,5316008.22391584,"Niederhergheim",380464.007536726
"654",409,5311296.95932826,"Oberenzen",378929.538564702
"655",411,5313709.75214093,"Oberhergheim",380152.651895319
"656",412,5313709.75214093,"Oberhergheim",380152.651895319
"657",454,5308290.2998201,"Oderen",348703.633609055
"658",455,5306727.55741367,"Fellerlingen (Fellering)",349476.371989206
"659",456,5305498.48305172,"Hüsseren-Wesserling (Husseren-Wesserling)",349611.129696505
"660",457,5304108.94709446,"Mollau",348566.280709847
"661",458,5305270.18431124,"Urbis, St. Amarintal (Urbès)",347125.191094579
"662",459,5304967.60330281,"Ranspach",351300.792255279
"663",460,5303913.25793804,"Mitzach",350829.168746121
"664",461,5303149.52528072,"Malmerspach",353030.550869379
"665",462,5300709.14070391,"Weiler",355653.110581023
"666",463,5304132.14990301,"St. Amarin",352830.341804987
"667",464,5302673.29171586,"Moosch",354049.727347358
"668",465,5303991.88287188,"Goldbach-Altenbach",358168.988209367
"669",466,5307367.28561387,"Rimbach bei Gebweiler (Rimbach-près-Guebwiller)",362238.814433688
"670",467,5304806.67772925,"Geishausen",354827.059945889
"671",468,5306733.47464098,"Rimbach-Zell (Rimbachzell)",363971.258842258
"672",469,5306733.47464098,"Rimbach-Zell (Rimbachzell)",363971.258842258
"673",470,5307790.99561499,"Gebweiler (Guebwiller)",366301.148409903
"674",471,5305162.94004612,"Sulz (Soultz-Haut-Rhin)",367574.596204817
"675",472,5303854.14168367,"Wünheim",366128.365903425
"676",473,5307790.99561499,"Gebweiler (Guebwiller)",366301.148409903
"677",478,5305221.49874343,"Rädersheim (Raedersheim)",371577.358911234
"678",479,5306981.88890389,"Isenheim (Issenheim)",369487.848113191
"679",480,5307733.44210494,"Merxheim",372375.607240932
"680",481,5307790.99561499,"Gebweiler (Guebwiller)",366301.148409903
"681",482,5307790.99561499,"Gebweiler (Guebwiller)",366301.148409903
"682",483,5307790.99561499,"Gebweiler (Guebwiller)",366301.148409903
"683",485,5302631.10094238,"Ensisheim",376921.930274095
"684",489,5307746.78757434,"Meienheim (Meyenheim)",377398.752841512
"685",490,5306211.75264893,"Regisheim (Réguisheim)",376905.517714078
"686",682,5296763.17479467,"Dollern (Dolleren)",345169.299328907
"687",683,5297051.01024576,"Oberbruck",346010.859566793
"688",684,5298569.92996541,"Rimbach-Pès-Masevaux)",346355.372491678
"689",685,5295980.44846142,"Kirchberg-Wegscheid",347212.025455936
"690",686,5294173.11924191,"Sickert, Niederbruck",348614.712779367
"691",687,5296964.04722712,"Sewen",343284.377759018
"692",688,5292986.1103846,"Masmünster (Masevaux)",349697.734901068
"693",689,5294241.83235151,"Niederbruck",348071.595329469
"694",690,5295428.6896146,"Oberburbach (Bourbach-Les-Haut)",352449.045944307
"695",691,5293147.80555553,"Niederburbach (Bourbach-Le-Bas)",354561.110386197
"696",692,5290993.17183467,"Sentheim",354186.080078661
"697",693,5291273.37191861,"Aue (Lauw)",351775.525498242
"698",694,5293440.38845088,"Rodern",356743.712398726
"699",695,5295046.94885628,"Leimbach",357704.391839679
"700",696,5296945.64408547,"Tann (Thann)",358002.751162399
"701",697,5296561.36665447,"Alttann (Vieux-Thann)",359394.966887289
"702",698,5299112.48729253,"Tann-Bitschweiler (Bitschwiller-Lès-Thann)",356267.728305008
"703",699,5293193.16736299,"Oberasbach (Aspach-Le-Haute)",360172.169537876
"704",700,5291481.96773511,"Niederasbach (Aspach-Le-Bas)",361415.250876484
"705",701,5297988.11209342,"Steinbach",361886.901109691
"706",702,5294689.8007912,"Rammersmatt",355511.108901866
"707",703,5297880.28834524,"Uffholz",363619.610809515
"708",704,5296698.32205628,"Sennheim (Cerany)",363616.471091637
"709",708,5299623.58731216,"Wattweiler (Wattwiller)",363632.2588735
"710",759,5290601.99648357,"Gewenheim",356943.519127835
"711",760,5288532.85479932,"Obersulzbach Kreis Tann (Soppe-Le-Haut)",354337.281638082
"712",761,5286598.75000311,"Niedersulzbach (soppe-Le-Bas)",356806.517535832
"713",762,5287822.54685372,"Oberburnhaupt (Burnhaupt-Le-Haut)",361270.026218206
"714",763,5286456.80663261,"Niederburnhaupt (Burnhaupt-Le-Bas)",362026.076263291
"715",768,5289074.29137072,"Morzweiler (Mortzwiller)",353151.378834834
"716",769,5290443.4484335,"Schweighausem (Schweighouse-Thann)",362627.015890683
"717",474,5300992.58380438,"Berrweiler (Berrwiller)",366484.197239349
"718",475,5299281.93619531,"Pulversheim",372919.409163844
"719",476,5302212.88127097,"Bollweiler (Bollwiller)",369825.991945586
"720",477,5304120.33554072,"Ungersheim",373203.056084436
"721",484,5302745.59498601,"Feldkirch",370762.82321414
"722",514,5270497.28314989,"Oberranspach (Ranspach-le-Haut)",380992.137683694
"723",515,5269259.7129591,"Obermichelbach (Michelbach-le-Haut)",383145.306641386
"724",516,5269557.35649968,"Attenschweiler (Attenschwiller)",384333.318023215
"725",517,5267618.10055478,"Volkensberg (Folgensbourg)",383176.427659944
"726",518,5267618.10055478,"Volkensberg (Folgensbourg)",383176.427659944
"727",519,5267452.18969623,"Wenzweiler (Wentzwiller)",385661.492528728
"728",520,5264332.93189509,"Oberhagental (Hagenthal-le-Haut)",384794.648331981
"729",521,5264502.23914943,"Niederhagental (Hagenthal-le-Bas)",385343.954232045
"730",529,5271734.5593765,"Niederranspach (Ranspach-le-Bas)",383255.778238908
"731",533,5261749.47062649,"Liebenzweiler (Liebenswiller)",383881.085864796
"732",534,5261334.96322437,"Leimen (Leymen)",385678.931311905
"733",540,5270272.47661592,"Häsingen (Hésingue)",388781.596239689
"734",541,5268466.00391335,"Buschweiler (Buschwiller)",387903.588565915
"735",542,5268582.10852707,"Hegenheim (Hégenheim)",388925.472791475
"736",543,5271259.45489644,"Sankt Ludwig (Saint-Louis)",391990.295555909
"737",544,5264508.57207578,"Neuweiler (Neuwiller)",388232.020542477
"738",546,5270480.10765234,"Burgfelden (Bourgfelden)",390737.666584984
"739",561,5279671.29115033,"Obersteinbrunn (Steinbrunn-le-Haut)",375861.16064123
"740",562,5280538.64028137,"Geispitzen",381562.063439891
"741",563,5279392.66419799,"Waltenheim",381875.256556871
"742",564,5278643.78366902,"Uffheim",383062.82281487
"743",565,5278910.80230669,"Sierenz (Sierentz)",384053.784697243
"744",566,5276648.46256879,"Wahlbach",375951.507382107
"745",567,5277433.43189297,"Niedermagstatt (Magstatt-le-Bas)",380686.56272369
"746",568,5275939.10218356,"Stetten",381999.085343709
"747",569,5276736.76378754,"Bartenheim",385596.121368611
"748",573,5272194.53818008,"Niedermichelbach (Michelbach-le-Bas)",384555.554022727
"749",574,5272194.53818008,"Niedermichelbach (Michelbach-le-Bas)",384555.554022727
"750",575,5275214.99258408,"Kappeln (Kappelen)",382896.984728696
"751",576,5275921.16791248,"Brinkheim (Brinckheim)",384222.724246863
"752",577,5278945.81624187,"Rantsweiler (Rantzwiller)",378043.127242727
"753",578,5278750.86920805,"Kötzingen (K?tzingue)",379395.092170957
"754",579,5278750.86920805,"Kötzingen (K?tzingue)",379395.092170957
"755",580,5275773.86826149,"Zässingen (Zaessingue)",377349.034309843
"756",592,5276978.6346283,"Rosenau",389948.682797611
"757",593,5275558.32501214,"Neuweg-Bartenheim",389452.091210462
"758",594,5273081.39887184,"Boltzheim (Blotzheim)",386956.047251659
"759",595,5273081.39887184,"Boltzheim (Blotzheim)",386956.047251659
"760",596,5273081.39887184,"Boltzheim (Blotzheim)",386956.047251659
"761",597,5273423.2872262,"Neudorf (Village-Neuf)",392630.349227626
"762",598,5271837.17722223,"Hüningen (Huningue)",393522.417864042
"763",705,5296733.73012294,"Wittelsheim",368280.930455451
"764",706,5296733.73012294,"Wittelsheim",368280.930455451
"765",707,5298488.58692261,"Staffelfelden",369399.90200224
"766",709,5291111.04465755,"Lutterbach",371232.994927329
"767",710,5290031.65333837,"Mülhausen",375861.15287438
"768",711,5290031.65333837,"Mülhausen",375861.15287438
"769",712,5297838.54614176,"Rülisheim",377146.343999193
"770",713,5296611.54943685,"Wittenheim",375715.940727258
"771",714,5294328.78188852,"Kingersheim",375356.72389715
"772",715,5293410.56189476,"Illzach",376281.215627757
"773",716,5294082.25938053,"Sausheim",377899.829463926
"774",717,5295514.04006661,"Baldersheim",378548.782546967
"775",718,5293410.56189476,"Napoleonsinsel (Ile Napoléon), Illzach",376281.215627757
"776",719,5291921.75961812,"Modenheim",377117.452613655
"777",720,5291921.75961812,"Modenheim",377117.452613655
"778",721,5297270.3948495,"Battenheim",378939.103295246
"779",722,5296929.89665734,"Eichwald (Chalampé)",390682.703574785
"780",736,5290605.72055017,"Homburg Kreis Mülhausen (Hombourg)",387964.94431606
"781",737,5293663.27531469,"Ottmarsheim",388131.179633369
"782",738,5297883.49559115,"Banzenheim (Bantzenheim)",388774.250567675
"783",770,5289929.30608795,"Reinigen",367471.466030509
"784",771,5288408.36738147,"Niedermorschweiler (Morschwiller-Le-Bas)",370068.84553802
"785",772,5286295.94673931,"Didenheim",372719.844251917
"786",774,5283684.2731996,"Zillisheim",372054.550557507
"787",775,5283999.56532678,"Flachslanden (Flaxlanden)",373141.670773319
"788",780,5285109.30011647,"Galfingen (Galfingue)",366829.231325729
"789",784,5287460.5629076,"Heimsbrunn",367044.446549404
"790",785,5286668.93386391,"Brunnstatt (Brunstatt)",373817.449408808
"791",786,5289104.57938155,"Rixheim",379864.018238386
"792",787,5289104.57938155,"Napoleoninsel Rixheim",379864.018238386
"793",788,5287354.45023805,"Habsheim",381273.32155267
"794",789,5286451.59732648,"Zimmersheim",379173.607559313
"795",790,5284341.67003752,"Brubach Landkreis Mülhausen",376932.07194162
"796",791,5283401.322599,"Dietenweiler (Dietwiller)",380164.083779572
"797",792,5282279.89397229,"Schlierbach",380414.256549598
"798",793,5282688.6048049,"Landser",379627.6122882
"799",794,5281159.63140687,"Niedersteinbrunn (Steinbrunn-Le-Bas)",377349.066580208
"800",795,5289765.7477755,"Mülhausen-Riedisheim",377700.887503642
"801",796,5285577.08593446,"Eschenzweiler (Eschentzwiller)",379845.767431473
"802",797,5287382.22217149,"Kleinlandau (Petit-Landau)",389087.068389801
"803",806,5282674.27392112,"Kembs-Neuweg",387733.714028431
"804",807,5282674.27392112,"Kembs",387733.714028431
"805",808,5282674.27392112,"Kembs",387733.714028431
"806",809,5285537.62395765,"Niffer",388167.941342312
"807",859,5273859.94948252,"Menglatt (Magny)",381018.625891856
"808",1167,5291115.49011501,"Neugartheim und Ittlenheim",371233.09365825
"809",491,5270255.60502522,"Heimersdorf",367787.061549389
"810",492,5271480.65658156,"Bettendorf",370425.251084569
"811",493,5271622.83642884,"Weiler (Kreis Altkirch)",373624.696836275
"812",494,5269190.5386133,"Grenzingen",372174.5264585
"813",495,5269171.24091442,"Largitzen",363641.193361797
"814",496,5266105.40335473,"Bisel",366056.054639596
"815",497,5266745.06824112,"Riespach",371033.085515006
"816",498,5266745.06824112,"Riespach",371033.085515006
"817",499,5266624.3946491,"Roppenzweiler (Roppenzwiller)",374480.880779034
"818",500,5267728.38960931,"Waldighofen",373299.477490766
"819",501,5269011.09723898,"Rüderbach (Ruederbach)",369729.197108795
"820",502,5262475.89864206,"Pfetterhausen (Pfetterhouse)",361906.308813928
"821",503,5263311.64863769,"Mooslargue",365842.11286446
"822",504,5262867.76809819,"Köstlach (K?stlach)",369788.817186092
"823",505,5266358.00913114,"Niedersept (Seppois-le-Bas)",362741.180204185
"824",506,5260596.33827164,"Dürlinsdorf (Durlinsdorf)",367504.325113481
"825",507,5262439.09096706,"Mörnach (M?rnach)",368721.43336487
"826",508,5262492.97777652,"Altpfirt (Vieux-Ferrette)",372009.869405447
"827",509,5262492.97777652,"Altpfirt",372009.869405447
"828",510,5262492.97777652,"Altpfirt",372009.869405447
"829",511,5260781.64308631,"Bendorf",370552.566477346
"830",512,5259042.55347262,"Lüxdorf (Ligsdorf)",372587.245475153
"831",513,5257828.1297024,"Winkel",369120.196189731
"832",522,5267254.82594025,"Mittelmüspach-Niedermüspach (Muespach)",378155.912990049
"833",523,5262591.66397971,"Buchsweiler (Bouxwiller)",375265.182961076
"834",524,5265081.03299925,"Dürmenach (Durmenach)",374849.865437537
"835",525,5263912.42528931,"Werenzhausen (Werentzhouse)",376368.925885043
"836",526,5262462.69566858,"Fislis",378220.227359546
"837",527,5268218.58026501,"Steinsulz (Steinsoultz)",375320.478800309
"838",528,5271509.54122759,"Berenzweiler (Berentzwiller)",378432.738896297
"839",530,5260110.48244611,"Sondersdorf",374569.380651024
"840",531,5260714.82344926,"Oltingen (Oltingue)",379030.137399655
"841",532,5260714.82344926,"Oltingen (Oltingue)",379030.137399655
"842",535,5259230.11046182,"Rädersdorf (Raedersdorf)",376918.236548769
"843",536,5258334.94474088,"Lutter",377988.825998579
"844",537,5257695.37002083,"Wolschweiler (Wolschwiller)",379994.668724283
"845",538,5258538.77413176,"Biedertal (Biederthal)",383039.423939268
"846",539,5255423.25428669,"Kiffis",376233.307208213
"847",547,5279978.95139549,"Heidweiler (Heidwiller)",367848.987048899
"848",548,5279428.90891828,"Lümschweiler (Luemschwiller) und Tagolsheim",371406.47572977
"849",549,5277938.1140967,"Obermorschweiler (Obermorschwiller)",373067.25825497
"850",550,5277720.54938307,"Walheim",369629.072081298
"851",551,5277811.67186539,"Aspach",367318.06772432
"852",552,5274999.66703074,"Karspach (Carspach)",365714.950686442
"853",553,5276224.60184642,"Altkirch",367774.260624911
"854",554,5276224.60184642,"Altkirch",367774.260624911
"855",555,5275519.12076895,"Wittersdorf",370620.9725111
"856",556,5275919.94211542,"Emlingen",371702.546626254
"857",557,5275615.80428742,"Tagsdorf",372438.558196082
"858",558,5273737.98530149,"Hausgauen",373966.045066999
"859",559,5272765.84126687,"Hirzbach (Hirtzbach)",366197.508278109
"860",560,5271764.22962314,"Hisingen (Hirsingue)",368781.873981655
"861",570,5273095.80884158,"Franken",376332.338234236
"862",571,5272679.15317024,"Jettingen",377371.8880832
