gid,center:Lon,center:Lat
586469,1995476.062,7257445.569
586444,1995476.062,6868219.919
586370,1995476.062,5813800.436
586420,1995476.062,6511477.481
586395,1995476.062,6155518.469
586470,1995476.062,7273420.332
586445,1995476.062,6883429.701
586371,1995476.062,5827215.347
586421,1995476.062,6526035.972
586396,1995476.062,6169472.607
586471,1995476.062,7289427.865
586446,1995476.062,6898668.167
586372,1995476.062,5840650.781
586422,1995476.062,6540620.009
586397,1995476.062,6183449.623
586472,1995476.062,7305468.247
586447,1995476.062,6913935.696
586373,1995476.062,5854106.752
586423,1995476.062,6555229.944
586398,1995476.062,6197449.482
586473,1995476.062,7321541.485
586448,1995476.062,6929232.346
586374,1995476.062,5867583.216
586424,1995476.062,6569865.814
586399,1995476.062,6211472.509
586474,1995476.062,7337648.002
586449,1995476.062,6944558.105
586375,1995476.062,5881080.478
586425,1995476.062,6584527.598
586400,1995476.062,6225518.73
586475,1995476.062,7353787.878
586450,1995476.062,6959913.361
586376,1995476.062,5894598.553
586426,1995476.062,6599215.649
586401,1995476.062,6239588.111
586476,1995476.062,7369961.122
586451,1995476.062,6975298.17
586377,1995476.062,5908137.398
586427,1995476.062,6613930.008
586402,1995476.062,6253680.98
586477,1995476.062,7386168.165
586452,1995476.062,6990712.525
586378,1995476.062,5921697.319
586428,1995476.062,6628670.654
586403,1995476.062,6267797.365
586478,1995476.062,7402409.087
586453,1995476.062,7006156.815
586379,1995476.062,5935278.334
586429,1995476.062,6643437.944
586404,1995476.062,6281937.232
586479,1995476.062,7418683.903
586454,1995476.062,7021631.102
586380,1995476.062,5948880.399
586430,1995476.062,6658231.921
586405,1995476.062,6296100.913
586480,1995476.062,7434993.046
586455,1995476.062,7037135.38
586381,1995476.062,5962503.825
586431,1995476.062,6673052.565
586406,1995476.062,6310288.437
586481,1995476.062,7451336.602
586456,1995476.062,7052670.042
586382,1995476.062,5976148.628
586432,1995476.062,6687900.238
586407,1995476.062,6324499.772
586482,1995476.062,7467714.587
586457,1995476.062,7068235.152
586383,1995476.062,5989814.769
586433,1995476.062,6702774.984
586408,1995476.062,6338735.253
586483,1995476.062,7484127.44
586458,1995476.062,7083830.705
586384,1995476.062,6003502.559
586434,1995476.062,6717676.785
586409,1995476.062,6352994.91
586484,1995476.062,7500575.249
586459,1995476.062,7099457.102
586385,1995476.062,6017212.016
586435,1995476.062,6732606.006
586410,1995476.062,6367278.713
586485,1995476.062,7517058.035
586460,1995476.062,7115114.407
586386,1995476.062,6030943.101
586436,1995476.062,6747562.694
586411,1995476.062,6381586.999
586486,1995476.062,7533576.241
586461,1995476.062,7130802.619
586237,1976922.831,5707205.157
586287,1976922.831,6395919.801
586262,1976922.831,6044696.128
586337,1976922.831,7146522.141
586312,1976922.831,6762546.833
586238,1976922.831,5720459.957
586288,1976922.831,6410277.089
586263,1976922.831,6058471.118
586338,1976922.831,7162273.041
586313,1976922.831,6777558.791
586239,1976922.831,5733734.494
586289,1976922.831,6424659.204
586264,1976922.831,6072268.031
586339,1976922.831,7178055.321
586314,1976922.831,6792598.617
586240,1976922.831,5747028.722
586290,1976922.831,6439066.18
586265,1976922.831,6086087.186
586340,1976922.831,7193869.388
586315,1976922.831,6807666.296
586241,1976922.831,5760342.938
586291,1976922.831,6453497.989
586266,1976922.831,6099928.603
586341,1976922.831,7209715.313
586316,1976922.831,6822762.201
586242,1976922.831,5773677.154
586292,1976922.831,6467954.976
586267,1976922.831,6113792.244
586342,1976922.831,7225593.1
586317,1976922.831,6837886.384
586243,1976922.831,5787031.324
586293,1976922.831,6482437.175
586268,1976922.831,6127678.43
586343,1976922.831,7241503.161
586318,1976922.831,6853038.831
586244,1976922.831,5800405.747
586294,1976922.831,6496944.561
586269,1976922.831,6141587.184
586344,1976922.831,7257445.569
586319,1976922.831,6868219.919
586245,1976922.831,5813800.436
586295,1976922.831,6511477.481
586270,1976922.831,6155518.469
586345,1976922.831,7273420.332
586320,1976922.831,6883429.701
586246,1976922.831,5827215.347
586296,1976922.831,6526035.972
586271,1976922.831,6169472.607
586346,1976922.831,7289427.865
586321,1976922.831,6898668.167
586247,1976922.831,5840650.781
586297,1976922.831,6540620.009
586272,1976922.831,6183449.623
586347,1976922.831,7305468.247
586322,1976922.831,6913935.696
586248,1976922.831,5854106.752
586298,1976922.831,6555229.944
586273,1976922.831,6197449.482
586348,1976922.831,7321541.485
586323,1976922.831,6929232.346
586249,1976922.831,5867583.216
586299,1976922.831,6569865.814
586274,1976922.831,6211472.509
586349,1976922.831,7337648.002
586324,1976922.831,6944558.105
586250,1976922.831,5881080.478
586300,1976922.831,6584527.598
586275,1976922.831,6225518.73
586350,1976922.831,7353787.878
586325,1976922.831,6959913.361
586251,1976922.831,5894598.553
586301,1976922.831,6599215.649
586276,1976922.831,6239588.111
586351,1976922.831,7369961.122
586326,1976922.831,6975298.17
586252,1976922.831,5908137.398
586302,1976922.831,6613930.008
586277,1976922.831,6253680.98
586352,1976922.831,7386168.165
586327,1976922.831,6990712.525
586253,1976922.831,5921697.319
586303,1976922.831,6628670.654
586278,1976922.831,6267797.365
586353,1976922.831,7402409.087
586328,1976922.831,7006156.815
586254,1976922.831,5935278.334
586304,1976922.831,6643437.944
586279,1976922.831,6281937.232
586354,1976922.831,7418683.903
586329,1976922.831,7021631.102
586255,1976922.831,5948880.399
586305,1976922.831,6658231.921
586280,1976922.831,6296100.913
586355,1976922.831,7434993.046
586330,1976922.831,7037135.38
586256,1976922.831,5962503.825
586306,1976922.831,6673052.565
586281,1976922.831,6310288.437
586356,1976922.831,7451336.602
586331,1976922.831,7052670.042
586257,1976922.831,5976148.628
586307,1976922.831,6687900.238
586282,1976922.831,6324499.772
586357,1976922.831,7467714.587
586332,1976922.831,7068235.152
586258,1976922.831,5989814.769
586308,1976922.831,6702774.984
586283,1976922.831,6338735.253
586358,1976922.831,7484127.44
586333,1976922.831,7083830.705
586259,1976922.831,6003502.559
586309,1976922.831,6717676.785
586284,1976922.831,6352994.91
586359,1976922.831,7500575.249
586334,1976922.831,7099457.102
586260,1976922.831,6017212.016
586310,1976922.831,6732606.006
586285,1976922.831,6367278.713
586360,1976922.831,7517058.035
586335,1976922.831,7115114.407
586261,1976922.831,6030943.101
586311,1976922.831,6747562.694
586286,1976922.831,6381586.999
586361,1976922.831,7533576.241
586336,1976922.831,7130802.619
586112,1958369.6,5707205.157
586162,1958369.6,6395919.801
586137,1958369.6,6044696.128
586212,1958369.6,7146522.141
586187,1958369.6,6762546.833
586113,1958369.6,5720459.957
586163,1958369.6,6410277.089
586138,1958369.6,6058471.118
586213,1958369.6,7162273.041
586188,1958369.6,6777558.791
586114,1958369.6,5733734.494
586164,1958369.6,6424659.204
586139,1958369.6,6072268.031
586214,1958369.6,7178055.321
586189,1958369.6,6792598.617
586115,1958369.6,5747028.722
586165,1958369.6,6439066.18
586140,1958369.6,6086087.186
586215,1958369.6,7193869.388
586190,1958369.6,6807666.296
586116,1958369.6,5760342.938
586166,1958369.6,6453497.989
586141,1958369.6,6099928.603
586216,1958369.6,7209715.313
586191,1958369.6,6822762.201
586117,1958369.6,5773677.154
586167,1958369.6,6467954.976
586142,1958369.6,6113792.244
586217,1958369.6,7225593.1
586192,1958369.6,6837886.384
586118,1958369.6,5787031.324
586168,1958369.6,6482437.175
586143,1958369.6,6127678.43
586218,1958369.6,7241503.161
586193,1958369.6,6853038.831
586119,1958369.6,5800405.747
586169,1958369.6,6496944.561
586144,1958369.6,6141587.184
586219,1958369.6,7257445.569
586194,1958369.6,6868219.919
586120,1958369.6,5813800.436
586170,1958369.6,6511477.481
586145,1958369.6,6155518.469
586220,1958369.6,7273420.332
586195,1958369.6,6883429.701
586121,1958369.6,5827215.347
586171,1958369.6,6526035.972
586146,1958369.6,6169472.607
586221,1958369.6,7289427.865
586196,1958369.6,6898668.167
586122,1958369.6,5840650.781
586172,1958369.6,6540620.009
586147,1958369.6,6183449.623
586222,1958369.6,7305468.247
586197,1958369.6,6913935.696
586123,1958369.6,5854106.752
586173,1958369.6,6555229.944
586148,1958369.6,6197449.482
586223,1958369.6,7321541.485
586198,1958369.6,6929232.346
586124,1958369.6,5867583.216
586174,1958369.6,6569865.814
586149,1958369.6,6211472.509
586224,1958369.6,7337648.002
586199,1958369.6,6944558.105
586125,1958369.6,5881080.478
586175,1958369.6,6584527.598
586150,1958369.6,6225518.73
586225,1958369.6,7353787.878
586200,1958369.6,6959913.361
586126,1958369.6,5894598.553
586176,1958369.6,6599215.649
586151,1958369.6,6239588.111
586226,1958369.6,7369961.122
586201,1958369.6,6975298.17
586127,1958369.6,5908137.398
586177,1958369.6,6613930.008
586152,1958369.6,6253680.98
586227,1958369.6,7386168.165
586202,1958369.6,6990712.525
586128,1958369.6,5921697.319
586178,1958369.6,6628670.654
586153,1958369.6,6267797.365
586228,1958369.6,7402409.087
586203,1958369.6,7006156.815
586129,1958369.6,5935278.334
586179,1958369.6,6643437.944
586154,1958369.6,6281937.232
586229,1958369.6,7418683.903
586204,1958369.6,7021631.102
586130,1958369.6,5948880.399
586180,1958369.6,6658231.921
586155,1958369.6,6296100.913
586230,1958369.6,7434993.046
586205,1958369.6,7037135.38
586131,1958369.6,5962503.825
586181,1958369.6,6673052.565
586156,1958369.6,6310288.437
586231,1958369.6,7451336.602
586206,1958369.6,7052670.042
586132,1958369.6,5976148.628
586182,1958369.6,6687900.238
586157,1958369.6,6324499.772
586232,1958369.6,7467714.587
586207,1958369.6,7068235.152
586133,1958369.6,5989814.769
586183,1958369.6,6702774.984
586158,1958369.6,6338735.253
586233,1958369.6,7484127.44
586208,1958369.6,7083830.705
586134,1958369.6,6003502.559
586184,1958369.6,6717676.785
586159,1958369.6,6352994.91
586234,1958369.6,7500575.249
586209,1958369.6,7099457.102
586135,1958369.6,6017212.016
586185,1958369.6,6732606.006
586160,1958369.6,6367278.713
586235,1958369.6,7517058.035
586210,1958369.6,7115114.407
586136,1958369.6,6030943.101
586186,1958369.6,6747562.694
586161,1958369.6,6381586.999
586236,1958369.6,7533576.241
586211,1958369.6,7130802.619
585987,1939816.316,5707205.157
586037,1939816.316,6395919.801
586012,1939816.316,6044696.128
586087,1939816.316,7146522.141
586062,1939816.316,6762546.833
585988,1939816.316,5720459.957
586038,1939816.316,6410277.089
586013,1939816.316,6058471.118
586088,1939816.316,7162273.041
586063,1939816.316,6777558.791
585989,1939816.316,5733734.494
586039,1939816.316,6424659.204
586014,1939816.316,6072268.031
586089,1939816.316,7178055.321
586064,1939816.316,6792598.617
585990,1939816.316,5747028.722
586040,1939816.316,6439066.18
586015,1939816.316,6086087.186
586090,1939816.316,7193869.388
586065,1939816.316,6807666.296
585991,1939816.316,5760342.938
586041,1939816.316,6453497.989
586016,1939816.316,6099928.603
586091,1939816.316,7209715.313
586066,1939816.316,6822762.201
585992,1939816.316,5773677.154
586042,1939816.316,6467954.976
586017,1939816.316,6113792.244
586092,1939816.316,7225593.1
586067,1939816.316,6837886.384
585993,1939816.316,5787031.324
586043,1939816.316,6482437.175
586018,1939816.316,6127678.43
586093,1939816.316,7241503.161
586068,1939816.316,6853038.831
585994,1939816.316,5800405.747
586044,1939816.316,6496944.561
586019,1939816.316,6141587.184
586094,1939816.316,7257445.569
586069,1939816.316,6868219.919
585995,1939816.316,5813800.436
586045,1939816.316,6511477.481
586020,1939816.316,6155518.469
586095,1939816.316,7273420.332
586070,1939816.316,6883429.701
585996,1939816.316,5827215.347
586046,1939816.316,6526035.972
586021,1939816.316,6169472.607
586096,1939816.316,7289427.865
586071,1939816.316,6898668.167
585997,1939816.316,5840650.781
586047,1939816.316,6540620.009
586022,1939816.316,6183449.623
586097,1939816.316,7305468.247
586072,1939816.316,6913935.696
585998,1939816.316,5854106.752
586048,1939816.316,6555229.944
586023,1939816.316,6197449.482
586098,1939816.316,7321541.485
586073,1939816.316,6929232.346
585999,1939816.316,5867583.216
586049,1939816.316,6569865.814
586024,1939816.316,6211472.509
586099,1939816.316,7337648.002
586074,1939816.316,6944558.105
586000,1939816.316,5881080.478
586050,1939816.316,6584527.598
586025,1939816.316,6225518.73
586100,1939816.316,7353787.878
586075,1939816.316,6959913.361
586001,1939816.316,5894598.553
586051,1939816.316,6599215.649
586026,1939816.316,6239588.111
586101,1939816.316,7369961.122
586076,1939816.316,6975298.17
586002,1939816.316,5908137.398
586052,1939816.316,6613930.008
586027,1939816.316,6253680.98
586102,1939816.316,7386168.165
586077,1939816.316,6990712.525
586003,1939816.316,5921697.319
586053,1939816.316,6628670.654
586028,1939816.316,6267797.365
586103,1939816.316,7402409.087
586078,1939816.316,7006156.815
586004,1939816.316,5935278.334
586054,1939816.316,6643437.944
586029,1939816.316,6281937.232
586104,1939816.316,7418683.903
586079,1939816.316,7021631.102
586005,1939816.316,5948880.399
586055,1939816.316,6658231.921
586030,1939816.316,6296100.913
586105,1939816.316,7434993.046
586080,1939816.316,7037135.38
586006,1939816.316,5962503.825
586056,1939816.316,6673052.565
586031,1939816.316,6310288.437
586106,1939816.316,7451336.602
586081,1939816.316,7052670.042
586007,1939816.316,5976148.628
586057,1939816.316,6687900.238
586032,1939816.316,6324499.772
586107,1939816.316,7467714.587
586082,1939816.316,7068235.152
586008,1939816.316,5989814.769
586058,1939816.316,6702774.984
586033,1939816.316,6338735.253
586108,1939816.316,7484127.44
586083,1939816.316,7083830.705
586009,1939816.316,6003502.559
586059,1939816.316,6717676.785
586034,1939816.316,6352994.91
586109,1939816.316,7500575.249
586084,1939816.316,7099457.102
586010,1939816.316,6017212.016
586060,1939816.316,6732606.006
586035,1939816.316,6367278.713
586110,1939816.316,7517058.035
586085,1939816.316,7115114.407
586011,1939816.316,6030943.101
586061,1939816.316,6747562.694
586036,1939816.316,6381586.999
586111,1939816.316,7533576.241
586086,1939816.316,7130802.619
585862,1921263.085,5707205.157
585912,1921263.085,6395919.801
585887,1921263.085,6044696.128
585962,1921263.085,7146522.141
585937,1921263.085,6762546.833
585863,1921263.085,5720459.957
585913,1921263.085,6410277.089
585888,1921263.085,6058471.118
585963,1921263.085,7162273.041
585938,1921263.085,6777558.791
585864,1921263.085,5733734.494
585914,1921263.085,6424659.204
585889,1921263.085,6072268.031
585964,1921263.085,7178055.321
585939,1921263.085,6792598.617
585865,1921263.085,5747028.722
585915,1921263.085,6439066.18
585890,1921263.085,6086087.186
585965,1921263.085,7193869.388
585940,1921263.085,6807666.296
585866,1921263.085,5760342.938
585916,1921263.085,6453497.989
585891,1921263.085,6099928.603
585966,1921263.085,7209715.313
585941,1921263.085,6822762.201
585867,1921263.085,5773677.154
585917,1921263.085,6467954.976
585892,1921263.085,6113792.244
585967,1921263.085,7225593.1
585942,1921263.085,6837886.384
585868,1921263.085,5787031.324
585918,1921263.085,6482437.175
585893,1921263.085,6127678.43
585968,1921263.085,7241503.161
585943,1921263.085,6853038.831
585869,1921263.085,5800405.747
585919,1921263.085,6496944.561
585894,1921263.085,6141587.184
585969,1921263.085,7257445.569
585944,1921263.085,6868219.919
585870,1921263.085,5813800.436
585920,1921263.085,6511477.481
585895,1921263.085,6155518.469
585970,1921263.085,7273420.332
585945,1921263.085,6883429.701
585871,1921263.085,5827215.347
585921,1921263.085,6526035.972
585896,1921263.085,6169472.607
585971,1921263.085,7289427.865
585946,1921263.085,6898668.167
585872,1921263.085,5840650.781
585922,1921263.085,6540620.009
585897,1921263.085,6183449.623
585972,1921263.085,7305468.247
585947,1921263.085,6913935.696
585873,1921263.085,5854106.752
585923,1921263.085,6555229.944
585898,1921263.085,6197449.482
585973,1921263.085,7321541.485
585948,1921263.085,6929232.346
585874,1921263.085,5867583.216
585924,1921263.085,6569865.814
585899,1921263.085,6211472.509
585974,1921263.085,7337648.002
585949,1921263.085,6944558.105
585875,1921263.085,5881080.478
585925,1921263.085,6584527.598
585900,1921263.085,6225518.73
585975,1921263.085,7353787.878
585950,1921263.085,6959913.361
585876,1921263.085,5894598.553
585926,1921263.085,6599215.649
585901,1921263.085,6239588.111
585976,1921263.085,7369961.122
585951,1921263.085,6975298.17
585877,1921263.085,5908137.398
585927,1921263.085,6613930.008
585902,1921263.085,6253680.98
585977,1921263.085,7386168.165
585952,1921263.085,6990712.525
585878,1921263.085,5921697.319
585928,1921263.085,6628670.654
585903,1921263.085,6267797.365
585978,1921263.085,7402409.087
585953,1921263.085,7006156.815
585879,1921263.085,5935278.334
585929,1921263.085,6643437.944
585904,1921263.085,6281937.232
585979,1921263.085,7418683.903
585954,1921263.085,7021631.102
585880,1921263.085,5948880.399
585930,1921263.085,6658231.921
585905,1921263.085,6296100.913
585980,1921263.085,7434993.046
585955,1921263.085,7037135.38
585881,1921263.085,5962503.825
585931,1921263.085,6673052.565
585906,1921263.085,6310288.437
585981,1921263.085,7451336.602
585956,1921263.085,7052670.042
585882,1921263.085,5976148.628
585932,1921263.085,6687900.238
585907,1921263.085,6324499.772
585982,1921263.085,7467714.587
585957,1921263.085,7068235.152
585883,1921263.085,5989814.769
585933,1921263.085,6702774.984
585908,1921263.085,6338735.253
585983,1921263.085,7484127.44
585958,1921263.085,7083830.705
585884,1921263.085,6003502.559
585934,1921263.085,6717676.785
585909,1921263.085,6352994.91
585984,1921263.085,7500575.249
585959,1921263.085,7099457.102
585885,1921263.085,6017212.016
585935,1921263.085,6732606.006
585910,1921263.085,6367278.713
585985,1921263.085,7517058.035
585960,1921263.085,7115114.407
585886,1921263.085,6030943.101
585936,1921263.085,6747562.694
585911,1921263.085,6381586.999
585986,1921263.085,7533576.241
585961,1921263.085,7130802.619
577862,733855.188,5707205.157
577912,733855.188,6395919.801
577887,733855.188,6044696.128
577962,733855.188,7146522.141
577937,733855.188,6762546.833
577863,733855.188,5720459.957
577913,733855.188,6410277.089
577888,733855.188,6058471.118
577963,733855.188,7162273.041
577938,733855.188,6777558.791
577864,733855.188,5733734.494
577914,733855.188,6424659.204
577889,733855.188,6072268.031
577964,733855.188,7178055.321
577939,733855.188,6792598.617
577865,733855.188,5747028.722
577915,733855.188,6439066.18
577890,733855.188,6086087.186
577965,733855.188,7193869.388
577940,733855.188,6807666.296
577866,733855.188,5760342.938
577916,733855.188,6453497.989
577891,733855.188,6099928.603
577966,733855.188,7209715.313
577941,733855.188,6822762.201
577867,733855.188,5773677.154
577917,733855.188,6467954.976
577892,733855.188,6113792.244
577967,733855.188,7225593.1
577942,733855.188,6837886.384
577868,733855.188,5787031.324
577918,733855.188,6482437.175
577893,733855.188,6127678.43
577968,733855.188,7241503.161
577943,733855.188,6853038.831
577869,733855.188,5800405.747
577919,733855.188,6496944.561
577894,733855.188,6141587.184
577969,733855.188,7257445.569
577944,733855.188,6868219.919
577870,733855.188,5813800.436
577920,733855.188,6511477.481
577895,733855.188,6155518.469
577970,733855.188,7273420.332
577945,733855.188,6883429.701
577871,733855.188,5827215.347
577921,733855.188,6526035.972
577896,733855.188,6169472.607
577971,733855.188,7289427.865
577946,733855.188,6898668.167
577872,733855.188,5840650.781
577922,733855.188,6540620.009
577897,733855.188,6183449.623
577972,733855.188,7305468.247
577947,733855.188,6913935.696
577873,733855.188,5854106.752
577923,733855.188,6555229.944
577898,733855.188,6197449.482
577973,733855.188,7321541.485
577948,733855.188,6929232.346
577874,733855.188,5867583.216
577924,733855.188,6569865.814
577899,733855.188,6211472.509
577974,733855.188,7337648.002
577949,733855.188,6944558.105
577875,733855.188,5881080.478
577925,733855.188,6584527.598
577900,733855.188,6225518.73
577975,733855.188,7353787.878
577950,733855.188,6959913.361
577876,733855.188,5894598.553
577926,733855.188,6599215.649
577901,733855.188,6239588.111
577976,733855.188,7369961.122
577951,733855.188,6975298.17
577877,733855.188,5908137.398
577927,733855.188,6613930.008
577902,733855.188,6253680.98
577977,733855.188,7386168.165
577952,733855.188,6990712.525
577878,733855.188,5921697.319
577928,733855.188,6628670.654
577903,733855.188,6267797.365
577978,733855.188,7402409.087
577953,733855.188,7006156.815
577879,733855.188,5935278.334
577929,733855.188,6643437.944
577904,733855.188,6281937.232
577979,733855.188,7418683.903
577954,733855.188,7021631.102
577880,733855.188,5948880.399
577930,733855.188,6658231.921
577905,733855.188,6296100.913
577980,733855.188,7434993.046
577955,733855.188,7037135.38
577881,733855.188,5962503.825
577931,733855.188,6673052.565
577906,733855.188,6310288.437
577981,733855.188,7451336.602
577956,733855.188,7052670.042
577882,733855.188,5976148.628
577932,733855.188,6687900.238
577907,733855.188,6324499.772
577982,733855.188,7467714.587
577957,733855.188,7068235.152
577883,733855.188,5989814.769
577933,733855.188,6702774.984
577908,733855.188,6338735.253
577983,733855.188,7484127.44
577958,733855.188,7083830.705
577884,733855.188,6003502.559
577934,733855.188,6717676.785
577909,733855.188,6352994.91
577984,733855.188,7500575.249
577959,733855.188,7099457.102
577885,733855.188,6017212.016
577935,733855.188,6732606.006
577910,733855.188,6367278.713
577985,733855.188,7517058.035
577960,733855.188,7115114.407
577886,733855.188,6030943.101
577936,733855.188,6747562.694
577911,733855.188,6381586.999
577986,733855.188,7533576.241
577961,733855.188,7130802.619
585737,1902709.855,5707205.157
585787,1902709.855,6395919.801
585762,1902709.855,6044696.128
585837,1902709.855,7146522.141
585812,1902709.855,6762546.833
585738,1902709.855,5720459.957
585788,1902709.855,6410277.089
585763,1902709.855,6058471.118
585838,1902709.855,7162273.041
585813,1902709.855,6777558.791
585739,1902709.855,5733734.494
585789,1902709.855,6424659.204
585764,1902709.855,6072268.031
585839,1902709.855,7178055.321
585814,1902709.855,6792598.617
585740,1902709.855,5747028.722
585790,1902709.855,6439066.18
585765,1902709.855,6086087.186
585840,1902709.855,7193869.388
585815,1902709.855,6807666.296
585741,1902709.855,5760342.938
585791,1902709.855,6453497.989
585766,1902709.855,6099928.603
585841,1902709.855,7209715.313
585816,1902709.855,6822762.201
585742,1902709.855,5773677.154
585792,1902709.855,6467954.976
585767,1902709.855,6113792.244
585842,1902709.855,7225593.1
585817,1902709.855,6837886.384
585743,1902709.855,5787031.324
585793,1902709.855,6482437.175
585768,1902709.855,6127678.43
585843,1902709.855,7241503.161
585818,1902709.855,6853038.831
585744,1902709.855,5800405.747
585794,1902709.855,6496944.561
585769,1902709.855,6141587.184
585844,1902709.855,7257445.569
585819,1902709.855,6868219.919
585745,1902709.855,5813800.436
585795,1902709.855,6511477.481
585770,1902709.855,6155518.469
585845,1902709.855,7273420.332
585820,1902709.855,6883429.701
585746,1902709.855,5827215.347
585796,1902709.855,6526035.972
585771,1902709.855,6169472.607
585846,1902709.855,7289427.865
585821,1902709.855,6898668.167
585747,1902709.855,5840650.781
585797,1902709.855,6540620.009
585772,1902709.855,6183449.623
585847,1902709.855,7305468.247
585822,1902709.855,6913935.696
585748,1902709.855,5854106.752
585798,1902709.855,6555229.944
585773,1902709.855,6197449.482
585848,1902709.855,7321541.485
585823,1902709.855,6929232.346
585749,1902709.855,5867583.216
585799,1902709.855,6569865.814
585774,1902709.855,6211472.509
585849,1902709.855,7337648.002
585824,1902709.855,6944558.105
585750,1902709.855,5881080.478
585800,1902709.855,6584527.598
585775,1902709.855,6225518.73
585850,1902709.855,7353787.878
585825,1902709.855,6959913.361
585751,1902709.855,5894598.553
585801,1902709.855,6599215.649
585776,1902709.855,6239588.111
585851,1902709.855,7369961.122
585826,1902709.855,6975298.17
585752,1902709.855,5908137.398
585802,1902709.855,6613930.008
585777,1902709.855,6253680.98
585852,1902709.855,7386168.165
585827,1902709.855,6990712.525
585753,1902709.855,5921697.319
585803,1902709.855,6628670.654
585778,1902709.855,6267797.365
585853,1902709.855,7402409.087
585828,1902709.855,7006156.815
585754,1902709.855,5935278.334
585804,1902709.855,6643437.944
585779,1902709.855,6281937.232
585854,1902709.855,7418683.903
585829,1902709.855,7021631.102
585755,1902709.855,5948880.399
585805,1902709.855,6658231.921
585780,1902709.855,6296100.913
585855,1902709.855,7434993.046
585830,1902709.855,7037135.38
585756,1902709.855,5962503.825
585806,1902709.855,6673052.565
585781,1902709.855,6310288.437
585856,1902709.855,7451336.602
585831,1902709.855,7052670.042
585757,1902709.855,5976148.628
585807,1902709.855,6687900.238
585782,1902709.855,6324499.772
585857,1902709.855,7467714.587
585832,1902709.855,7068235.152
585758,1902709.855,5989814.769
585808,1902709.855,6702774.984
585783,1902709.855,6338735.253
585858,1902709.855,7484127.44
585833,1902709.855,7083830.705
585759,1902709.855,6003502.559
585809,1902709.855,6717676.785
585784,1902709.855,6352994.91
585859,1902709.855,7500575.249
585834,1902709.855,7099457.102
585760,1902709.855,6017212.016
585810,1902709.855,6732606.006
585785,1902709.855,6367278.713
585860,1902709.855,7517058.035
585835,1902709.855,7115114.407
585761,1902709.855,6030943.101
585811,1902709.855,6747562.694
585786,1902709.855,6381586.999
585861,1902709.855,7533576.241
585836,1902709.855,7130802.619
585612,1884156.571,5707205.157
585662,1884156.571,6395919.801
585637,1884156.571,6044696.128
585712,1884156.571,7146522.141
585687,1884156.571,6762546.833
585613,1884156.571,5720459.957
585663,1884156.571,6410277.089
585638,1884156.571,6058471.118
585713,1884156.571,7162273.041
585688,1884156.571,6777558.791
585614,1884156.571,5733734.494
585664,1884156.571,6424659.204
585639,1884156.571,6072268.031
585714,1884156.571,7178055.321
585689,1884156.571,6792598.617
585615,1884156.571,5747028.722
585665,1884156.571,6439066.18
585640,1884156.571,6086087.186
585715,1884156.571,7193869.388
585690,1884156.571,6807666.296
585616,1884156.571,5760342.938
585666,1884156.571,6453497.989
585641,1884156.571,6099928.603
585716,1884156.571,7209715.313
585691,1884156.571,6822762.201
585617,1884156.571,5773677.154
585667,1884156.571,6467954.976
585642,1884156.571,6113792.244
585717,1884156.571,7225593.1
585692,1884156.571,6837886.384
585618,1884156.571,5787031.324
585668,1884156.571,6482437.175
585643,1884156.571,6127678.43
585718,1884156.571,7241503.161
585693,1884156.571,6853038.831
585619,1884156.571,5800405.747
585669,1884156.571,6496944.561
585644,1884156.571,6141587.184
585719,1884156.571,7257445.569
585694,1884156.571,6868219.919
585620,1884156.571,5813800.436
585670,1884156.571,6511477.481
585645,1884156.571,6155518.469
585720,1884156.571,7273420.332
585695,1884156.571,6883429.701
585621,1884156.571,5827215.347
585671,1884156.571,6526035.972
585646,1884156.571,6169472.607
585721,1884156.571,7289427.865
585696,1884156.571,6898668.167
585622,1884156.571,5840650.781
585672,1884156.571,6540620.009
585647,1884156.571,6183449.623
585722,1884156.571,7305468.247
585697,1884156.571,6913935.696
585623,1884156.571,5854106.752
585673,1884156.571,6555229.944
585648,1884156.571,6197449.482
585723,1884156.571,7321541.485
585698,1884156.571,6929232.346
585624,1884156.571,5867583.216
585674,1884156.571,6569865.814
585649,1884156.571,6211472.509
585724,1884156.571,7337648.002
585699,1884156.571,6944558.105
585625,1884156.571,5881080.478
585675,1884156.571,6584527.598
585650,1884156.571,6225518.73
585725,1884156.571,7353787.878
585700,1884156.571,6959913.361
585626,1884156.571,5894598.553
585676,1884156.571,6599215.649
585651,1884156.571,6239588.111
585726,1884156.571,7369961.122
585701,1884156.571,6975298.17
585627,1884156.571,5908137.398
585677,1884156.571,6613930.008
585652,1884156.571,6253680.98
585727,1884156.571,7386168.165
585702,1884156.571,6990712.525
585628,1884156.571,5921697.319
585678,1884156.571,6628670.654
585653,1884156.571,6267797.365
585728,1884156.571,7402409.087
585703,1884156.571,7006156.815
585629,1884156.571,5935278.334
585679,1884156.571,6643437.944
585654,1884156.571,6281937.232
585729,1884156.571,7418683.903
585704,1884156.571,7021631.102
585630,1884156.571,5948880.399
585680,1884156.571,6658231.921
585655,1884156.571,6296100.913
585730,1884156.571,7434993.046
585705,1884156.571,7037135.38
585631,1884156.571,5962503.825
585681,1884156.571,6673052.565
585656,1884156.571,6310288.437
585731,1884156.571,7451336.602
585706,1884156.571,7052670.042
585632,1884156.571,5976148.628
585682,1884156.571,6687900.238
585657,1884156.571,6324499.772
