"","ID","place","DWA_grid","utm_e","utm_n"
"741",847,"Hagenbach"," 9z'",361605.102959845,5279076.64877711
"742",848,"Gommersdorf"," 9z'",359787.822381679,5278309.51213413
"743",849,"Dammerkirch (Dannemarie)"," 9z'",358868.744867713,5276913.9385239
"744",850,"Wolfersdorf"," 9z'",358268.990509855,5277596.80953483
"745",851,"Retzweiler"," 9z'",356747.824731759,5277019.09673559
"746",852,"Gottestal, Luttern (Valdieu-Lutran)"," 9z'",354148.199010534,5277158.12753732
"747",853,"Schaffnatt am Weier (Chavannes-Sur-L'Étang)"," 9z'",351634.240312944,5277265.00222655
"748",854,"Mansbach (Manspach)"," 9z'",357608.400140424,5275539.05563503
"749",855,"Altenach"," 9z'",358298.479477571,5274296.82360276
"750",856,"St. Ulrich bei Dammerkirch"," 9z'",358602.717419757,5273042.90477252
"751",857,"Füllern (Fulleren)"," 9z'",360619.289510877,5272917.62892098
"752",858,"Ballersdorf"," 9z'",361935.001434041,5276257.77631294
"753",459,"Ranspach"," 9w'",351300.792255279,5304967.60330281
"754",461,"Malmerspach"," 9w'",353030.550869379,5303149.52528072
"755",462,"Weiler"," 9w'",355653.110581023,5300709.14070391
"756",463,"St. Amarin"," 9w'",352830.341804987,5304132.14990301
"757",464,"Moosch"," 9w'",354049.727347358,5302673.29171586
"758",465,"Goldbach-Altenbach"," 9w'",358168.988209367,5303991.88287188
"759",466,"Rimbach bei Gebweiler (Rimbach-près-Guebwiller)"," 9w'",362238.814433688,5307367.28561387
"760",467,"Geishausen"," 9w'",354827.059945889,5304806.67772925
"761",17,"Örmingen (Oermingen)"," 9h'",363141.498328134,5429211.61838325
"762",231,"Silzheim (Siltzheim)"," 9h'",360525.628716431,5436059.39343292
"763",232,"Herbitzheim"," 9h'",359870.578045415,5430847.08350483
"764",1274,"Grendelbruch"," 10p'",376155.953875178,5372388.73519093
"765",1275,"Grendelbruch"," 10p'",376155.953875178,5372388.73519093
"766",1276,"Natzweiler"," 10p'",371226.64878013,5366256.90191519
"767",468,"Rimbach-Zell (Rimbachzell)"," 10w'",363971.258842258,5306733.47464098
"768",469,"Rimbach-Zell (Rimbachzell)"," 10w'",363971.258842258,5306733.47464098
"769",470,"Gebweiler (Guebwiller)"," 10w'",366301.148409903,5307790.99561499
"770",471,"Sulz (Soultz-Haut-Rhin)"," 10w'",367574.596204817,5305162.94004612
"771",472,"Wünheim"," 10w'",366128.365903425,5303854.14168367
"772",473,"Gebweiler (Guebwiller)"," 10w'",366301.148409903,5307790.99561499
"773",474,"Berrweiler (Berrwiller)"," 10w'",366484.197239349,5300992.58380438
"774",475,"Pulversheim"," 10w'",372919.409163844,5299281.93619531
"775",476,"Bollweiler (Bollwiller)"," 10w'",369825.991945586,5302212.88127097
"776",477,"Ungersheim"," 10w'",373203.056084436,5304120.33554072
"777",478,"Rädersheim (Raedersheim)"," 10w'",371577.358911234,5305221.49874343
"778",479,"Isenheim (Issenheim)"," 10w'",369487.848113191,5306981.88890389
"779",480,"Merxheim"," 10w'",372375.607240932,5307733.44210494
"780",481,"Gebweiler (Guebwiller)"," 10w'",366301.148409903,5307790.99561499
"781",482,"Gebweiler (Guebwiller)"," 10w'",366301.148409903,5307790.99561499
"782",483,"Gebweiler (Guebwiller)"," 10w'",366301.148409903,5307790.99561499
"783",484,"Feldkirch"," 10w'",370762.82321414,5302745.59498601
"784",708,"Wattweiler (Wattwiller)"," 10w'",363632.2588735,5299623.58731216
"785",28,"Dehlingen"," 10i'",367631.990109276,5426827.14228867
"786",29,"Bütten (Butten)"," 10i'",369770.068627355,5425752.28156856
"787",30,"Ratzweiler (Ratzwiller)"," 10i'",371139.912295703,5423947.54479883
"788",32,"Diemeringen"," 10i'",367227.038988961,5422438.0446923
"789",34,"Waldhambach"," 10i'",369270.818857842,5420740.27339382
"790",35,"Rosteig"," 10i'",378303.571254842,5421305.0102987
"791",93,"Weislingen"," 10i'",371911.78521983,5419901.46806712
"792",911,"Le Hohwald"," 10q'",376405.516469045,5362484.07634807
"793",912,"Breitenbach"," 10q'",373502.128189294,5358294.61450324
"794",913,"Meisengott (Maisonsgoutte)"," 10q'",371353.349627379,5357026.25258842
"795",914,"St. Martin (Saint-Martin)"," 10q'",373267.247580914,5356668.51403878
"796",915,"Erlenbach (Albé)"," 10q'",375423.035551298,5357292.46861485
"797",916,"Weiler (Villé)"," 10q'",374233.781134156,5355764.08850956
"798",917,"Bassenberg (Bassemberg)"," 10q'",372937.057269327,5355028.98468678
"799",918,"Triembach (Triembach-Au-Val)"," 10q'",375787.537186532,5355185.02240983
"800",710,"Mülhausen"," 11x'",375861.15287438,5290031.65333837
"801",711,"Mülhausen"," 11x'",375861.15287438,5290031.65333837
"802",712,"Rülisheim"," 11x'",377146.343999193,5297838.54614176
"803",715,"Illzach"," 11x'",376281.215627757,5293410.56189476
"804",716,"Sausheim"," 11x'",377899.829463926,5294082.25938053
"805",717,"Baldersheim"," 11x'",378548.782546967,5295514.04006661
"806",718,"Napoleonsinsel (Ile Napoléon), Illzach"," 11x'",376281.215627757,5293410.56189476
"807",719,"Modenheim"," 11x'",377117.452613655,5291921.75961812
"808",720,"Modenheim"," 11x'",377117.452613655,5291921.75961812
"809",721,"Battenheim"," 11x'",378939.103295246,5297270.3948495
"810",736,"Homburg Kreis Mülhausen (Hombourg)"," 11x'",387964.94431606,5290605.72055017
"811",737,"Ottmarsheim"," 11x'",388131.179633369,5293663.27531469
"812",745,"Malsburg"," 13y'",403175.826506232,5287384.6937804
"813",818,"Malsburg"," 13y'",403175.826506232,5287384.6937804
"814",819,"Wies"," 13y'",407594.434235857,5289015.73938393
"815",822,"Gresgen"," 13y'",411527.618355484,5284883.59124816
"816",823,"Tegernau"," 13y'",409731.864799753,5285922.81978311
"817",824,"Sallneck"," 13y'",407938.038774728,5286240.01324229
"818",825,"Endenburg"," 13y'",404967.183171728,5285025.01377005
"819",826,"Weitenau"," 13y'",407321.724775358,5281222.8963382
"820",827,"Wieslet"," 13y'",409814.024654876,5282467.65887556
"821",828,"Schlächtenhaus-Hofen"," 13y'",405346.718067631,5282668.74601173
"822",836,"Adelsberg"," 13y'",412747.503047414,5285529.89584172
"823",840,"Hausen im Wiesental"," 13y'",412979.664095699,5281544.56089574
"824",164,"Etschburg (Eschbourg)"," 10l'",374894.214365494,5408031.82659233
"825",165,"Graufthal"," 10l'",373810.53823151,5408799.08928
"826",167,"Büst (Bust)"," 10l'",370516.54618911,5409964.37121022
"827",168,"Pfalzweier (-weyer)"," 10l'",372102.289899948,5407289.85144086
"828",1072,"Sankt Gallen"," 10m'",376935.331930131,5394345.73071413
"829",1073,"Reinhardsmünster"," 10m'",376131.327999923,5392977.77815718
"830",1097,"Hägen"," 10m'",377847.604788851,5397018.10236553
"831",1162,"Hengweiler"," 10m'",377246.412559743,5391937.97586548
"832",325,"Kolmar (/Hausen an der Möhlin)"," 11u'",378126.451651737,5326707.22745243
"833",326,"Kolmar"," 11u'",378126.451651737,5326707.22745243
"834",327,"Kolmar"," 11u'",378126.451651737,5326707.22745243
"835",328,"Kolmar"," 11u'",378126.451651737,5326707.22745243
"836",329,"Kolmar"," 11u'",378126.451651737,5326707.22745243
"837",330,"Kolmar"," 11u'",378126.451651737,5326707.22745243
"838",331,"Sundhofen (Sundhoffen)"," 11u'",381864.05720327,5322237.00013448
"839",332,"Heiligkreuz (Sainte-Croix-en-Plaine)"," 11u'",379403.712559224,5318305.30392472
"840",334,"Widensolen"," 11u'",386750.889720477,5324395.60073818
"841",335,"Horburg (Horboug)"," 11u'",380344.621782497,5326569.32639513
"842",336,"Logelnheim (Logelheim)"," 11u'",381381.964009856,5319869.71118953
"843",338,"Andolsheim"," 11u'",381931.270618944,5325032.03312157
"844",339,"Appenweier (Appenwihr)"," 11u'",383662.529351545,5320361.22828216
"845",340,"Hettenschlag"," 11u'",384971.548009486,5317941.0223268
"846",352,"Wolfganzen"," 11u'",388286.775728101,5320439.55280388
"847",658,"Gallenweiler"," 13w'",401336.865326197,5304391.5608331
"848",659,"Wettelbrunn"," 13w'",402553.235078003,5302822.27207225
"849",660,"Ballrechten-Dottingen"," 13w'",402822.572179127,5301624.86039085
"850",662,"Sulzburg"," 13w'",403273.428682999,5299461.68436854
"851",663,"Untermünstertal-Ziegelplatz (Untermünstertal)"," 13w'",409225.221775615,5300917.08973593
"852",664,"Untermünstertal-Rotenbuck"," 13w'",409789.203562246,5299371.92381049
"853",665,"Staufen (bei Freiburg)"," 13w'",405019.614640166,5303928.47252762
"854",666,"Grunern bei Müllheim"," 13w'",404419.483939296,5302822.21707593
"855",668,"Ehrenstetten"," 13w'",406759.731365706,5307669.89472202
"856",669,"Obermünstertal-Krumlinden (Obermünstertal)"," 13w'",411150.906345808,5302704.74797206
"857",678,"St Ulrich"," 13w'",413150.359551828,5306839.75169798
"858",681,"Obermünstertal-Spielweg"," 13w'",412957.532469283,5303369.80829422
"859",108,"Wimmenau"," 11k'",384198.015812423,5418693.76065368
"860",109,"Zittersheim"," 11k'",378745.524825128,5417608.74774427
"861",110,"Erkartsweiler (Erckartswiller)"," 11k'",379720.003417554,5414893.03498462
"862",111,"Sparsbach"," 11k'",383811.327057805,5415053.15245734
"863",112,"Weinburg (Weinbourg)"," 11k'",385627.732678376,5414351.70616868
"864",113,"Ingweiler (Ingwiller)"," 11k'",388565.938721624,5414475.70192486
"865",114,"Menchhofen (Menchhoffen)"," 11k'",389611.540770512,5412934.78609932
"866",115,"Uttweiler (Uttwiller)"," 11k'",388971.884589417,5411430.69442975
"867",116,"Niedersulzbach (Niedersoultzbach)"," 11k'",387477.554815412,5411829.81075683
"868",117,"Obersulzbach (Obersoultzbach)"," 11k'",386304.351853961,5412132.70802939
"869",118,"Weitersweiler (Weiterswiller)"," 11k'",383613.604730582,5412326.0730593
"870",605,"Hägelberg"," 13z'",404479.352377613,5279442.41624394
"871",606,"Langenau"," 13z'",409807.740730552,5278914.95598049
"872",607,"Schopfheim (/Grenzach, aber gestrichen)"," 13z'",411620.256391719,5278041.20146243
"873",608,"Haagen"," 13z'",400769.410073814,5276804.21481942
"874",609,"Hauingen"," 13z'",401889.801124781,5277434.4520379
"875",610,"Brombach (/Maulburg, aber gestrichen)"," 13z'",401768.681665949,5276444.87731885
"876",611,"Steinen"," 13z'",405299.554295135,5277555.86182095
"877",612,"Höllstein"," 13z'",405788.437788722,5276987.65621675
"878",613,"Hüsingen"," 13z'",405428.089073343,5276079.71575623
"879",614,"Maulburg"," 13z'",408200.350339759,5277095.87203842
"880",615,"Wiechs"," 13z'",410787.513557253,5276588.77770726
"881",616,"Nordschwaben"," 13z'",411091.755244911,5274566.52879954
"882",617,"Adelhausen"," 13z'",406902.883264373,5274228.4134949
"883",618,"Minseln"," 13z'",409100.112334191,5272886.45409164
"884",620,"Inzlingen"," 13z'",401333.931064826,5271356.30760473
"885",621,"Karzau (Karsau)"," 13z'",409677.640326391,5271292.30268681
"886",622,"Degerfelden"," 13z'",409677.640326391,5271292.30268681
"887",627,"Fahrnau"," 13z'",412606.890632815,5279366.92114421
"888",641,"Eichen"," 13z'",412743.090819434,5277731.90717122
"889",950,"Meissenheim"," 13q'",409522.02641459,5362480.31204739
"890",951,"Ottenheim"," 13q'",407807.198098553,5359945.24709156
"891",952,"Kürzell"," 13q'",412322.975989578,5360136.03626636
"892",953,"Allmannsweier"," 13q'",409883.114793782,5357810.62156437
"893",954,"Nonnenweier"," 13q'",408129.293385113,5355868.64395337
"894",955,"Daubensand"," 13q'",404912.986027959,5355958.26367578
"895",956,"Obenheim"," 13q'",402896.038332463,5357059.73192978
"896",957,"Gerstheim"," 13q'",403616.354837693,5359683.57928836
"897",966,"Schutterzell"," 13q'",414260.049007509,5362042.00682246
"898",968,"Hugsweier"," 13q'",413882.667392559,5356976.97932944
"899",886,"Fegersheim"," 13p'",402440.149557845,5371572.55632102
"900",887,"Fegersheim"," 13p'",402440.149557845,5371572.55632102
"901",888,"Eschau"," 13p'",405094.528425294,5371333.90525091
"902",889,"Plobsheim"," 13p'",405638.792573838,5369270.13554446
"903",891,"Altenheim"," 13p'",412323.347543159,5368670.05012762
"904",892,"Dundenheim"," 13p'",412425.913289487,5366888.49349147
"905",893,"Ichenheim"," 13p'",412094.149497082,5364955.79721753
"906",894,"Kittersburg"," 13p'",413821.07987527,5372193.62295272
"907",909,"Müllen"," 13p'",413780.596715075,5368665.44210224
"908",1126,"Vegersheim (Fegersheim)"," 13p'",402440.149557845,5371572.55632102
"909",138,"Gunstett"," 13k'",409496.585974262,5418835.60498321
"910",139,"Eberbach"," 13k'",406001.185433241,5418415.39040277
"911",140,"Forstheim"," 13k'",405792.165852561,5416586.48796962
"912",141,"Morsbronn (Morsbronn-Les-Bains)"," 13k'",407865.142616071,5417142.24655967
"913",142,"Hagenheim (Hegeney)"," 13k'",408049.732223986,5416156.27807672
"914",143,"Dürrenbach (Durrenbach)"," 13k'",409701.030691852,5416709.68430366
"915",144,"Biblisheim"," 13k'",411464.872084564,5417032.73368719
"916",145,"Walburg"," 13k'",411252.824982917,5415547.29941564
"917",146,"Eschbach"," 13k'",407346.912824788,5414277.68702376
"918",147,"Laubach"," 13k'",406180.509683849,5415092.20225998
"919",148,"Merzweiler (Mertzwiller)"," 13k'",403140.756513807,5413021.52410857
"920",149,"Griesbach"," 13k'",403135.530290011,5416098.31001943
"921",159,"Walburg-Hinterfeld (Hinterfeld)"," 13k'",408775.521536034,5415211.47209426
"922",1000,"Rheinau (Rhinau)"," 13k'",406180.509683849,5415092.20225998
"923",43,"Lembach-Pfaffenbronn (Pfaffenbronn)"," 13i'",414494.212306172,5427397.00222734
"924",44,"Mattstall"," 13i'",409376.78237017,5426813.23353743
"925",45,"Lampertsloch"," 13i'",413408.252844195,5423347.66540873
"926",47,"Görsdorf (Goersdorf)"," 13i'",409788.014377911,5422752.53636694
"927",48,"Preuschdorf"," 13i'",412441.806646494,5421863.97837542
"928",49,"Merkweiler (Merkwiller-Pechelbronn)"," 13i'",414104.794686955,5421322.14283813
"929",50,"Diefenbach (Dieffenbach-Lès-Woerth)"," 13i'",410230.446761275,5420989.69292132
"930",51,"Oberdorf-Spachbach"," 13i'",408945.667551108,5419876.4287695
"931",52,"Wört (Woerth)"," 13i'",407998.716383519,5421187.37039188
"932",53,"Fröschweiler (Fr?schwiller)"," 13i'",406397.390151392,5421926.81733289
"933",54,"Nehweiler (Nehwiller)"," 13i'",405076.77963212,5423899.51709883
"934",55,"Langensulzbach (Langensoultzbach)"," 13i'",407319.360050893,5424684.49838274
"935",76,"Oberkutzenhausen"," 13i'",415086.878967162,5421263.70538689
"936",1236,"Achenheim"," 13i'",411000.589384318,5422881.9932512
"937",1012,"Sulz"," 14r'",415509.513060789,5352329.90456078
"938",1013,"Sulz"," 14r'",415509.513060789,5352329.90456078
"939",1014,"Reichenbach (Gengb.)"," 14r'",420185.351603405,5353757.61543678
"940",1016,"Seelbach"," 14r'",421481.063463181,5351283.79905176
"941",1017,"Wittelbach"," 14r'",422170.065396854,5349335.51897718
"942",1018,"Schuttertal"," 14r'",422503.123050097,5346934.15323565
"943",1019,"Schmieheim"," 14r'",415168.182422849,5347984.75390936
"944",1020,"Wallburg"," 14r'",414911.027725916,5346616.71026827
"945",1260,"Neumühl"," 14o'",414716.794240877,5380314.98984595
"946",1261,"Odelshofen"," 14o'",417377.371368966,5379151.35191027
"947",1262,"Legelshurst"," 14o'",419813.820852478,5380007.81524021
"948",1263,"Urloffen"," 14o'",423915.935368345,5378724.69821519
"949",1264,"Appenweier"," 14o'",424717.08253151,5376819.53888533
"950",1265,"Ebersweier"," 14o'",424884.228017708,5373178.6006034
"951",1266,"Windschläg"," 14o'",422969.437728852,5374045.97443714
"952",1267,"Griesheim"," 14o'",420530.730861705,5373591.7033576
"953",1268,"Hesselhurst"," 14o'",417381.580862053,5374749.76977083
"954",1269,"Hesselhurst"," 14o'",417381.580862053,5374749.76977083
"955",1270,"Eckartsweier"," 14o'",415227.151840058,5375830.11664788
"956",1271,"Willstätt"," 14o'",418229.141298547,5376767.52273978
"957",1272,"Sand"," 14o'",420388.233025917,5376686.61913675
"958",1273,"Kork"," 14o'",416558.345526635,5379759.32918416
"959",283,"Emmendingen"," 14t'",414379.947896773,5330377.97340688
"960",284,"Waldkirch"," 14t'",422598.064443591,5327227.26306441
"961",285,"Wasser"," 14t'",414855.634473635,5327876.22201113
"962",286,"Windenreuthe (Emmendingen)"," 14t'",417146.891269308,5330030.44226266
"963",287,"Siensbach"," 14t'",424669.785440184,5328749.30317372
"964",288,"Siegelau"," 14t'",423944.402139094,5333046.56067042
"965",289,"Sexau"," 14t'",418697.535956769,5328462.97934182
"966",291,"Maleck"," 14t'",416972.026682895,5331266.95469506
"967",293,"Kollnau"," 14t'",423480.718000572,5328577.19136567
"968",294,"Kollmarsreute"," 14t'",416491.979193401,5328304.60162424
"969",295,"Freiamt-Reichenbach"," 14t'",420037.57840118,5334361.59189978
"970",297,"Keppenbach"," 14t'",419689.924967393,5332910.15546036
"971",298,"Gutach"," 14t'",424624.236071873,5329927.14414908
"972",444,"Littenweiler"," 14v'",418162.469936368,5314412.40773552
"973",445,"Ebnet"," 14v'",418135.49716915,5315454.4159455
"974",447,"Stegen"," 14v'",422466.792509646,5315064.25725175
"975",448,"Zarten"," 14v'",421661.969165797,5314329.24721737
"976",449,"Burg am Wald"," 14v'",423838.139057157,5313570.80762457
"977",450,"Kirchzarten"," 14v'",421814.688293973,5312768.65290675
"978",451,"Oberried"," 14v'",421202.489820196,5309220.87142713
"979",452,"Horben"," 14v'",414783.902624969,5309397.78441068
"980",453,"Kappel"," 14v'",418509.059728163,5312901.1971316
"981",677,"Zastler"," 14v'",422694.998549713,5309434.10417808
"982",454,"Oderen"," 8w'",348703.633609055,5308290.2998201
"983",455,"Fellerlingen (Fellering)"," 8w'",349476.371989206,5306727.55741367
"984",456,"Hüsseren-Wesserling (Husseren-Wesserling)"," 8w'",349611.129696505,5305498.48305172
"985",457,"Mollau"," 8w'",348566.280709847,5304108.94709446
"986",458,"Urbis, St. Amarintal (Urbès)"," 8w'",347125.191094579,5305270.18431124
"987",460,"Mitzach"," 8w'",350829.168746121,5303913.25793804
"988",7,"Weißenburg-Weiler"," 14h'",420533.568456218,5432216.13995718
"989",8,"Weißenburg (Wissembourg)"," 14h'",423411.839649651,5432134.49785601
"990",9,"Altenstadt"," 14h'",424685.090515333,5431477.74977222
"991",10,"Rott"," 14h'",420537.381795907,5430798.46510584
"992",11,"Oberhoffen-lès-Wissembourg"," 14h'",420910.441883933,5429885.85998023
"993",12,"Steinselz (Steinseltz)"," 14h'",421780.800997444,5429218.64348191
"994",13,"Kleeburg (Cleebourg)"," 14h'",419046.59305503,5428149.32609079
"995",14,"Klimbach (Climbach)"," 14h'",415947.22146561,5430096.69616865
"996",1235,"Breuschwickersheim"," 14h'",421780.800997444,5429218.64348191
"997",543,"Sankt Ludwig (Saint-Louis)"," 12z'",391990.295555909,5271259.45489644
"998",581,"Istein"," 12z'",390037.257720168,5279757.45762024
"999",582,"Efringen (Efringen-Kirchen)"," 12z'",392212.449793747,5278386.00145643
"1000",583,"Kirchen (Efringen-Kirchen)"," 12z'",392212.449793747,5278386.00145643
"1001",584,"Egringen und Fischingen"," 12z'",394610.970349127,5279872.92799565
"1002",585,"Schallbach"," 12z'",396948.64357823,5279097.3239048
"1003",586,"Wittlingen"," 12z'",398511.030630521,5278974.26103375
"1004",588,"Rümmingen"," 12z'",397956.539673239,5277293.05657686
"1005",589,"Binzen"," 12z'",396630.578570311,5276242.53394071
"1006",590,"(Weil am Rhein und) Eimeldingen"," 12z'",394462.865315368,5276259.1722247
"1007",591,"Märkt"," 12z'",393391.466031692,5275819.53952969
"1008",592,"Rosenau"," 12z'",389948.682797611,5276978.6346283
"1009",593,"Neuweg-Bartenheim"," 12z'",389452.091210462,5275558.32501214
"1010",597,"Neudorf (Village-Neuf)"," 12z'",392630.349227626,5273423.2872262
"1011",598,"Hüningen (Huningue)"," 12z'",393522.417864042,5271837.17722223
"1012",599,"Weil am Rhein"," 12z'",397228.172766254,5271946.35572434
"1013",600,"Lörrach"," 12z'",399604.128958225,5274106.10905687
"1014",601,"Lörrach"," 12z'",399604.128958225,5274106.10905687
"1015",602,"Tumringen"," 12z'",398997.640545438,5275763.00121248
"1016",603,"Haltingen"," 12z'",395825.816233476,5274312.48876562
"1017",604,"Ötlingen"," 12z'",396410.514556638,5275277.03389215
"1018",646,"Fessenheim (Gutenstein)"," 12w'",390699.43029175,5307975.25993878
"1019",647,"Fessenheim"," 12w'",390699.43029175,5307975.25993878
"1020",648,"Blodelsheim"," 12w'",390396.810747869,5304476.59827182
"1021",649,"Rumersheim (Rumersheim-le-Haute)"," 12w'",389070.049387929,5300968.61947799
"1022",650,"Buggingen"," 12w'",398054.9560166,5300293.97941129
"1023",651,"Seefelden"," 12w'",398247.38208666,5301574.65316279
"1024",652,"Heitersheim"," 12w'",400368.446883653,5302830.63871026
"1025",653,"Eschbach (bei Heitersheim)"," 12w'",399249.862405437,5305042.39874667
"1026",655,"Grißheim (Grissheim)"," 12w'",394741.736551068,5303158.34650094
"1027",656,"Zienken (Müllheim)"," 12w'",393589.171169104,5299833.02671289
"1028",657,"Tunsel"," 12w'",400290.190926957,5306397.33325195
"1029",725,"Dattingen"," 12w'",399483.626927546,5298704.75232412
"1030",413,"Heiteren"," 12v'",390860.236281177,5313935.96041233
"1031",414,"Oberrimsingen"," 12v'",399958.437669092,5314882.40333838
"1032",415,"Feldkirch"," 12v'",399144.705840531,5310101.5884666
"1033",416,"Hartheim"," 12v'",397458.047153041,5310200.28235364
"1034",417,"Obersaasheim"," 12v'",392476.647008551,5316170.2890007
"1035",418,"Geiswasser"," 12v'",395555.984276979,5314895.03190568
"1036",419,"Nambsheim"," 12v'",392610.166597661,5309920.57967627
"1037",420,"Balgau"," 12v'",390879.985172329,5309419.41094944
"1038",439,"Niederrimsingen"," 12v'",400849.070249427,5315711.921596
"1039",443,"Schlatt"," 12v'",400999.094819766,5308848.74040129
"1040",654,"Bremgarten (Hartheim)"," 12v'",397181.720095769,5307985.01021997
"1041",661,"Laufen"," 12v'",400885.971616205,5312219.27302814
"1042",342,"Breisach"," 12u'",395161.098450993,5322297.87915254
"1043",343,"Gündlingen"," 12u'",398750.890188224,5318921.46192959
"1044",344,"Ihringen"," 12u'",399053.665000923,5322269.24997293
"1045",345,"Achkarren"," 12u'",397527.730653147,5324738.88739061
"1046",346,"Bickensohl"," 12u'",398902.966448434,5326069.75206384
"1047",347,"Neubreisach (Neuf-Brisach)"," 12u'",390317.065957414,5319395.33336947
"1048",348,"Künheim (Kunheim)"," 12u'",390825.332520046,5325995.49362758
"1049",349,"Volgelsheim"," 12u'",392090.853063462,5319194.97682573
"1050",350,"Vogelgrün (Vogelgrun)"," 12u'",393533.684714007,5318519.88105062
"1051",351,"Biesheim"," 12u'",391525.101497987,5321823.97160705
"1052",353,"Algolsheim"," 12u'",392377.544885869,5317933.2509055
"1053",354,"Umgebung von Neubreisach (Weckolsheim)"," 12u'",389118.489865188,5317662.74878024
"1054",1015,"Schönberg"," 15q'",428354.066602432,5357278.43167404
"1055",682,"Dollern (Dolleren)"," 8x'",345169.299328907,5296763.17479467
"1056",683,"Oberbruck"," 8x'",346010.859566793,5297051.01024576
"1057",684,"Rimbach-Pès-Masevaux)"," 8x'",346355.372491678,5298569.92996541
"1058",685,"Kirchberg-Wegscheid"," 8x'",347212.025455936,5295980.44846142
"1059",686,"Sickert, Niederbruck"," 8x'",348614.712779367,5294173.11924191
"1060",687,"Sewen"," 8x'",343284.377759018,5296964.04722712
"1061",688,"Masmünster (Masevaux)"," 8x'",349697.734901068,5292986.1103846
"1062",689,"Niederbruck"," 8x'",348071.595329469,5294241.83235151
"1063",299,"Münster (Munster)"," 9u'",360759.605747063,5322634.46301878
"1064",300,"Münster (Munster)"," 9u'",360759.605747063,5322634.46301878
"1065",301,"Sulzern (Soultzeren)"," 9u'",358635.15766852,5325125.17437866
"1066",302,"Metzeral"," 9u'",356179.248544774,5319572.3574905
"1067",303,"Eschbach"," 9u'",361775.400631525,5321182.04458426
"1068",304,"Hohrod"," 9u'",360362.9990299,5324049.74434106
"1069",305,"Luttenbach (Luttenbach-Près-Munster)"," 9u'",359657.158845293,5321465.83716159
"1070",306,"Breitenbach (Breitenbach-Haut-Rhin)"," 9u'",358401.369164466,5320692.63296684
"1071",307,"Hohrodberg"," 9u'",361065.222198466,5324692.14989373
"1072",308,"Stossweier"," 9u'",358541.57900503,5324081.01289179
"1073",309,"Mühlbach (Muhlbach-Sur-Munster)"," 9u'",357395.896774874,5320939.92328753
"1074",310,"Griesbach (Griesbach-Au-Val)"," 9u'",363634.005460046,5321643.58879172
"1075",311,"Günsbach (Gunsbach)"," 9u'",363855.83104493,5323071.7346374
"1076",385,"Wasserburg Kreis Colmar (Wasserbourg)"," 9u'",362715.435339094,5318253.74671636
"1077",387,"Mittlach"," 9u'",353303.758733247,5318621.89971775
"1078",936,"Uttenheim"," 12q'",396140.200334019,5362906.5119719
"1079",937,"Westhausen (Westhouse)"," 12q'",395522.151140029,5361302.31714272
"1080",938,"Kerzfeld (Kertzfeld)"," 12q'",394315.21884617,5359275.48912436
"1081",939,"Benfeld"," 12q'",395866.338206468,5358673.08821328
"1082",940,"Benfeld"," 12q'",395866.338206468,5358673.08821328
"1083",941,"Benfeld"," 12q'",395866.338206468,5358673.08821328
"1084",942,"Sand"," 12q'",397391.461122285,5359770.50947814
"1085",943,"Matzenheim"," 12q'",398351.592488357,5361273.13007759
"1086",944,"Osthausen (Osthouse)"," 12q'",399256.859731905,5361840.69656182
"1087",945,"Herbsheim"," 12q'",398662.297827365,5355739.46012966
"1088",946,"Roßfeld (Rossfeld)"," 12q'",397496.567073471,5354677.43427758
"1089",947,"Hüttenheim (Huttenheim)"," 12q'",394672.761044706,5357067.33280952
"1090",948,"Sermersheim"," 12q'",392711.191996993,5355806.49042329
"1091",949,"Kogenheim"," 12q'",391975.615307425,5354893.11860301
"1092",619,"Eichsel (GID von Obereichsel)"," 13a''",408880.233181358,5268047.64351044
"1093",623,"Nollingen"," 13a''",407615.03279394,5269643.81322563
"1094",624,"Rheinfelden-Stadt (Baden)"," 13a''",408880.233181358,5268047.64351044
"1095",625,"Herten"," 13a''",404378.710969586,5267617.15407509
"1096",626,"Wyhlen"," 13a''",401511.158970215,5267104.5280092
"1097",56,"Riedselz (Riedseltz)"," 14i'",423332.532410502,5427185.67389001
"1098",57,"Bremmelbach"," 14i'",419538.182150523,5426482.17826176
"1099",58,"Ingolsheim"," 14i'",422162.142179568,5425062.7722132
"1100",59,"Oberseebach"," 14i'",426039.287131697,5424301.59069798
"1101",60,"Hunspach"," 14i'",422628.87333646,5422835.92021025
"1102",61,"Aschbach"," 14i'",425488.85909745,5420643.2758143
"1103",62,"Stundweiler (Stundwiller)"," 14i'",426202.895907671,5419581.98809765
"1104",63,"Leitersweiler (Leiterswiller)"," 14i'",422914.312800171,5419548.7265828
"1105",64,"Hofen (Hoffen)"," 14i'",422445.200158948,5419954.38845552
"1106",66,"Hermersweiler (Hermerswiller)"," 14i'",420323.142882689,5420898.29206768
"1107",67,"Schönenburg (Schoenenbourg)"," 14i'",420441.892821202,5422696.66496419
"1108",68,"Sulz u. W. (Soultz-Sous-Forêts)"," 14i'",418175.416066671,5421145.15801783
"1109",69,"Kutzenhausen"," 14i'",416232.362325339,5420721.54315424
"1110",70,"Retschweiler (Retschwiller)"," 14i'",417880.919301002,5422531.53223941
"1111",71,"Memmelshofen (Memmelshoffen)"," 14i'",417361.320069043,5423637.74594517
"1112",72,"Keffenach"," 14i'",418188.203523164,5424154.76102958
